"Metric Name","Type","Parent Metric","Experiment Group","Aggregate Func","control Value","control Exposure Volume","treatment Value","treatment Exposure Volume","treatment Absolute Impact","treatment Absolute Impact Confidence Interval","treatment Relative Impact","treatment Relative Impact Confidence Interval","treatment P Value","treatment Significance","treatment Coverage","treatment Relative Global Lift","treatment Absolute Global Lift"
"account_or_system_push_opt_out","Metric","N/A","","mean","0.009943","1,536,425","0.009821","1,537,226","-0.000122","[-0.000343, +0.0001]","-0.012222","[-3.4465%, +1.002%]","0.281478","-","","",""
"account_or_system_push_opt_out_cx_lifestage_Churned","Dimension","account_or_system_push_opt_out","","mean","0.012197","73,542","0.011924","73,969","-0.000261","[-0.001374, +0.000853]","-0.021363","[-11.2686%, +6.996%]","0.646596","-","","",""
"cx_lifestage_Dormant","Dimension","account_or_system_push_opt_out","","mean","0.008451","132,651","0.008839","132,262","0.000395","[-0.00031, +0.0011]","0.046769","[-3.6648%, +13.0186%]","0.271818","-","","",""
"cx_lifestage_New Cx","Dimension","account_or_system_push_opt_out","","mean","0.025859","27,921","0.025984","27,748","0.000080","[-0.00256, +0.00272]","0.003096","[-9.8983%, +10.5174%]","0.952605","-","","",""
"cx_lifestage_Non-Purchaser","Dimension","account_or_system_push_opt_out","","mean","0.023813","24,356","0.022165","24,273","-0.001648","[-0.004312, +0.001016]","-0.069220","[-18.109%, +4.265%]","0.225230","-","","",""
"account_or_system_push_opt_out_cx_lifestage_Active","Dimension","account_or_system_push_opt_out","","mean","0.005795","985,065","0.005555","985,834","-0.000242","[-0.000452, -0.000032]","-0.041791","[-7.7982%, -0.5599%]","0.023625","Significant","","",""
"ads_revenue","Metric","N/A","","mean","3.184761","1,536,425","3.159580","1,537,226","-0.026750","[-0.068545, +0.015045]","-0.008399","[-2.1523%, +0.4724%]","0.209690","-","0.102870","-0.000864","-0.001404"
"ad_product_NULL","Dimension","ads_revenue","","mean","0.022317","1,262,540","0.023349","1,263,201","0.000948","[-0.001281, +0.003176]","0.042466","[-5.7381%, +14.2312%]","0.404511","-","0.000874","0.000037","0.000049"
"ad_product_bn","Dimension","ads_revenue","","mean","0.185047","1,262,540","0.179142","1,263,201","-0.006014","[-0.014342, +0.002315]","-0.032497","[-7.7507%, +1.2512%]","0.157035","-","0.007244","-0.000235","-0.000313"
"ad_product_pm","Dimension","ads_revenue","","mean","0.317392","1,262,540","0.316967","1,263,201","-0.000804","[-0.002777, +0.00117]","-0.002532","[-0.875%, +0.3687%]","0.424859","-","0.012424","-0.000031","-0.000042"
"ad_product_sb","Dimension","ads_revenue","","mean","0.025715","1,262,540","0.025900","1,263,201","0.000411","[-0.000373, +0.001194]","0.015975","[-1.4487%, +4.6438%]","0.304015","-","0.001007","0.000016","0.000021"
"ad_product_sl","Dimension","ads_revenue","","mean","1.597484","1,262,540","1.596781","1,263,201","0.000125","[-0.00937, +0.009619]","0.000078","[-0.5865%, +0.6022%]","0.979432","-","0.062533","0.000005","0.000006"
"ad_product_sp","Dimension","ads_revenue","","mean","0.153960","1,262,540","0.152860","1,263,201","-0.001099","[-0.003516, +0.001318]","-0.007139","[-2.2838%, +0.8559%]","0.372734","-","0.006027","-0.000043","-0.000057"
"avg_dat_mins","Metric","N/A","","mean","1162.695691","1,278,313","1162.665004","1,278,856","0.020069","[-0.91588, +0.956017]","0.000017","[-0.0788%, +0.0822%]","0.966478","-","0.085173","0.000001","0.001713"
"chex_ct_cancel_order","Metric","N/A","","mean","0.000782","1,367,222","0.000761","1,367,406","-0.000022","[-0.00006, +0.000016]","-0.027995","[-7.6263%, +2.0274%]","0.255646","-","","",""
"chex_ct_cart_page_conversion","Metric","N/A","","mean","0.870349","1,496,099","0.870624","1,496,281","0.000181","[-0.00029, +0.000651]","0.000208","[-0.0333%, +0.0748%]","0.451028","-","","",""
"chex_ct_checkout_page_failure","Metric","N/A","","mean","0.066806","1,496,099","0.066832","1,496,281","0.000010","[-0.000347, +0.000368]","0.000156","[-0.5196%, +0.5509%]","0.954327","-","","",""
"chex_ct_checkout_page_load","Metric","N/A","","mean","0.924690","1,496,099","0.926832","1,496,281","0.002101","[+0.001758, +0.002444]","0.002272","[+0.1901%, +0.2643%]","0.000000","Significant","","",""
"chex_ct_conversion_after_payment_failure","Metric","N/A","","mean","0.899993","8,109","0.899618","8,033","-0.000475","[-0.008565, +0.007615]","-0.000528","[-0.9516%, +0.8461%]","0.908413","-","","",""
"chex_ct_mfa_page_load","Metric","N/A","","mean","0.000186","1,367,222","0.000186","1,367,406","0.000000","[-0.000015, +0.000015]","0.000595","[-7.9848%, +8.1037%]","0.988434","-","","",""
"chex_ct_payment_error","Metric","N/A","","mean","0.001868","1,367,222","0.001861","1,367,406","-0.000010","[-0.000085, +0.000066]","-0.005137","[-4.5411%, +3.5137%]","0.802589","-","","",""
"chex_ct_place_order","Metric","N/A","","mean","0.922158","1,439,441","0.920369","1,442,805","-0.001665","[-0.002104, -0.001226]","-0.001806","[-0.2282%, -0.133%]","0.000000","Significant","","",""
"chex_ct_too_far_away","Metric","N/A","","mean","0.068520","1,496,099","0.068941","1,496,281","0.000391","[-0.000015, +0.000797]","0.005709","[-0.0214%, +1.1633%]","0.058890","-","","",""
"cng_order_rate_nc","Metric","N/A","","mean","0.854759","1,536,425","0.854104","1,537,226","0.001063","[-0.003369, +0.005494]","0.001243","[-0.3942%, +0.6428%]","0.638396","-","0.093254","0.000116","0.000296"
"consumer_mto","Metric","N/A","","mean","0.085413","1,536,425","0.086134","1,537,226","0.000610","[-0.000535, +0.001755]","0.007141","[-0.6266%, +2.0548%]","0.296542","-","0.069769","0.000498","0.000524"
"consumer_order_frequency_l_28_d","Metric","N/A","","mean","7.436654","1,536,425","7.460790","1,537,226","0.018599","[+0.000823, +0.036374]","0.002501","[+0.0111%, +0.4891%]","0.040294","Significant","0.058399","0.000140","0.001086"
"consumers_mau","Metric","N/A","","mean","0.894975","1,536,425","0.894827","1,537,226","-0.000131","[-0.000787, +0.000526]","-0.000146","[-0.0879%, +0.0587%]","0.696109","-","0.058399","-0.000009","-0.000004"
"cx_lifestage_Dormant","Dimension","consumers_mau","","mean","0.771174","132,651","0.773624","132,262","0.002443","[-0.000744, +0.00563]","0.003168","[-0.0965%, +0.73%]","0.133052","-","0.004628","0.000015","0.000007"
"cx_lifestage_New Cx","Dimension","consumers_mau","","mean","0.958204","27,921","0.956177","27,748","-0.002026","[-0.005389, +0.001338]","-0.002114","[-0.5624%, +0.1396%]","0.237799","-","0.001208","-0.000003","-0.000001"
"cx_lifestage_Non-Purchaser","Dimension","consumers_mau","","mean","0.538389","24,356","0.533226","24,273","-0.005163","[-0.014028, +0.003702]","-0.009590","[-2.6056%, +0.6876%]","0.253676","-","0.000593","-0.000006","-0.000003"
"consumers_mau_cx_lifestage_Active","Dimension","consumers_mau","","mean","0.983679","985,065","0.983544","985,834","-0.000136","[-0.000488, +0.000217]","-0.000138","[-0.0496%, +0.0221%]","0.450956","-","0.043918","-0.000006","-0.000003"
"consumers_mau_cx_lifestage_Churned","Dimension","consumers_mau","","mean","0.643224","73,542","0.639849","73,969","-0.003375","[-0.008269, +0.001519]","-0.005247","[-1.2856%, +0.2362%]","0.176529","-","0.002149","-0.000011","-0.000005"
"cx_app_quality_action_load_latency_android","Metric","N/A","","mean","0.006697","1,472,839","0.006784","1,473,326","0.000085","[+0.000008, +0.000162]","0.012752","[+0.1254%, +2.425%]","0.029721","Significant","0.477903","0.005602","0.000041"
"action_dimension_cx_add_payment_method","Dimension","cx_app_quality_action_load_latency_android","","mean","0.602564","71","0.653846","74","0.056496","[-0.098054, +0.211047]","0.093760","[-16.2729%, +35.0248%]","0.473703","-","0.000002","0.000000","0.000000"
"action_dimension_cx_add_to_cart","Dimension","cx_app_quality_action_load_latency_android","","mean","0.005403","981,574","0.005461","982,246","0.000058","[-0.000044, +0.00016]","0.010735","[-0.8153%, +2.9623%]","0.265313","-","0.225351","0.001785","0.000013"
"action_dimension_cx_create_address","Dimension","cx_app_quality_action_load_latency_android","","mean","0.000000","30","0.037037","27","0.037037","[-0.035554, +0.109628]","","[]","0.317311","-","0.000001","0.000000","0.000000"
"action_dimension_cx_delete_cart","Dimension","cx_app_quality_action_load_latency_android","","mean","0.018930","600,023","0.019393","600,291","0.000462","[+0.000094, +0.000831]","0.024423","[+0.4972%, +4.3875%]","0.013859","Significant","0.060328","0.003803","0.000028"
"action_dimension_cx_place_order","Dimension","cx_app_quality_action_load_latency_android","","mean","0.003150","947,608","0.003268","948,618","0.000120","[-0.000005, +0.000244]","0.037985","[-0.1443%, +7.7414%]","0.058994","-","0.083292","0.001362","0.000010"
"action_dimension_cx_set_address","Dimension","cx_app_quality_action_load_latency_android","","mean","0.285714","782","0.299008","781","0.013426","[-0.03278, +0.059632]","0.046992","[-11.473%, +20.8713%]","0.569008","-","0.000018","0.000000","0.000000"
"action_dimension_cx_set_payment_method","Dimension","cx_app_quality_action_load_latency_android","","mean","0.097246","2,196","0.091263","2,236","-0.005792","[-0.021827, +0.010243]","-0.059564","[-22.4455%, +10.5326%]","0.478939","-","0.000066","0.000000","0.000000"
"action_dimension_cx_update_cart","Dimension","cx_app_quality_action_load_latency_android","","mean","0.003247","496,612","0.003432","496,921","0.000185","[+0.000031, +0.000339]","0.057061","[+0.9583%, +10.4539%]","0.018494","Significant","0.038475","0.000973","0.000007"
"cx_app_quality_crash_android","Metric","N/A","","mean","0.000042","1,498,236","0.000045","1,499,017","0.000003","[0, +0.000006]","0.069763","[-0.6122%, +14.5648%]","0.071572","-","0.433433","0.011791","0.000001"
"page_dimension_cx_checkout_page","Dimension","cx_app_quality_crash_android","","mean","0.000026","1,000,398","0.000026","1,004,258","0.000000","[-0.000008, +0.000008]","-0.007193","[-32.6882%, +31.2496%]","0.964824","-","0.053543","0.000000","0.000000"
"page_dimension_cx_explore_page","Dimension","cx_app_quality_crash_android","","mean","0.000025","941,517","0.000024","942,282","-0.000001","[-0.000005, +0.000003]","-0.043837","[-21.5775%, +12.81%]","0.617275","-","0.065680","0.000000","0.000000"
"page_dimension_cx_item_page","Dimension","cx_app_quality_crash_android","","mean","0.000003","903,683","0.000003","904,989","0.000001","[-0.000001, +0.000002]","0.222922","[-36.547%, +81.1313%]","0.457745","-","0.070084","0.000000","0.000000"
"page_dimension_cx_order_cart_page","Dimension","cx_app_quality_crash_android","","mean","0.000307","1,054,725","0.000323","1,055,135","0.000016","[-0.000017, +0.000048]","0.050749","[-5.5985%, +15.7483%]","0.351385","-","0.041288","0.000000","0.000000"
"page_dimension_cx_post_checkout_page","Dimension","cx_app_quality_crash_android","","mean","0.000000","954,179","0.000000","954,881","0.000000","[0, 0]","","[]","1.000000","-","0.040395","0.000000","0.000000"
"page_dimension_cx_search_result_page","Dimension","cx_app_quality_crash_android","","mean","0.000063","425,907","0.000045","427,244","-0.000018","[-0.000036, +0.000001]","-0.279503","[-57.7907%, +1.89%]","0.066384","-","0.006739","0.000000","0.000000"
"page_dimension_cx_store_page","Dimension","cx_app_quality_crash_android","","mean","0.000000","885,774","0.000000","886,316","0.000000","[0, 0]","-0.500863","[-230.2587%, +130.0861%]","0.585855","-","0.049397","0.000000","0.000000"
"cx_app_quality_hitch_android","Metric","N/A","","mean","0.077463","1,521,650","0.077917","1,522,793","0.000468","[+0.000115, +0.00082]","0.006037","[+0.149%, +1.0583%]","0.009263","Significant","0.442742","0.002611","0.000207"
"page_dimension_cx_checkout_page","Dimension","cx_app_quality_hitch_android","","mean","0.055636","1,171,189","0.055871","1,174,759","0.000242","[-0.000361, +0.000844]","0.004342","[-0.648%, +1.5164%]","0.431629","-","0.025273","0.000077","0.000006"
"page_dimension_cx_explore_page","Dimension","cx_app_quality_hitch_android","","mean","0.122800","1,124,570","0.122685","1,124,955","0.000016","[-0.000645, +0.000677]","0.000130","[-0.5249%, +0.5509%]","0.962139","-","0.063784","0.000013","0.000001"
"page_dimension_cx_item_page","Dimension","cx_app_quality_hitch_android","","mean","0.042741","1,160,362","0.042861","1,161,740","0.000076","[-0.000392, +0.000545]","0.001781","[-0.918%, +1.2742%]","0.750154","-","0.069214","0.000066","0.000005"
"page_dimension_cx_order_cart_page","Dimension","cx_app_quality_hitch_android","","mean","0.105253","1,223,331","0.109033","1,224,095","0.003801","[+0.003002, +0.0046]","0.036112","[+2.852%, +4.3704%]","0.000000","Significant","0.044266","0.002110","0.000169"
"page_dimension_cx_post_checkout_page","Dimension","cx_app_quality_hitch_android","","mean","0.057437","1,110,747","0.057268","1,111,255","-0.000121","[-0.000484, +0.000242]","-0.002107","[-0.8422%, +0.4208%]","0.513105","-","0.067559","-0.000102","-0.000008"
"page_dimension_cx_search_result_page","Dimension","cx_app_quality_hitch_android","","mean","0.054637","791,779","0.054944","793,492","0.000238","[-0.000351, +0.000827]","0.004349","[-0.6432%, +1.513%]","0.429144","-","0.016521","0.000049","0.000004"
"page_dimension_cx_store_page","Dimension","cx_app_quality_hitch_android","","mean","0.089597","1,210,348","0.089863","1,211,290","0.000140","[-0.000356, +0.000637]","0.001565","[-0.3978%, +0.7107%]","0.580012","-","0.098723","0.000173","0.000014"
"cx_app_quality_page_action_error_android","Metric","N/A","","mean","0.001323","1,516,338","0.001315","1,516,990","-0.000007","[-0.000042, +0.000027]","-0.005397","[-3.1547%, +2.0753%]","0.685834","-","0.489116","-0.002069","-0.000004"
