"Metric Name","Type","Parent Metric","Experiment Group","Aggregate Func","control Value","control Exposure Volume","treatment1 Value","treatment1 Exposure Volume","treatment1 Absolute Impact","treatment1 Absolute Impact Confidence Interval","treatment1 Relative Impact","treatment1 Relative Impact Confidence Interval","treatment1 P Value","treatment1 Significance","treatment1 Coverage","treatment1 Relative Global Lift","treatment1 Absolute Global Lift","treatment2 Value","treatment2 Exposure Volume","treatment2 Absolute Impact","treatment2 Absolute Impact Confidence Interval","treatment2 Relative Impact","treatment2 Relative Impact Confidence Interval","treatment2 P Value","treatment2 Significance","treatment2 Coverage","treatment2 Relative Global Lift","treatment2 Absolute Global Lift"
"page_dimension_cx_store_page","Dimension","cx_app_quality_hitch_android","","mean","0.059579","25,201","0.058116","25,810","-0.001931","[-0.004634, +0.000772]","-0.032412","[-7.7776%, +1.2953%]","0.161409","-","0.001993","-0.000062","-0.000004","0.060579","24,425","0.001013","[-0.002055, +0.004082]","0.017004","[-3.4499%, +6.8506%]","0.517573","-","0.001993","0.000033","0.000002"
"cx_app_quality_hitch_ios","Metric","N/A","","mean","0.187936","55,241","0.187308","53,426","-0.000388","[-0.003576, +0.0028]","-0.002065","[-1.903%, +1.4899%]","0.811405","-","0.004571","-0.000010","-0.000002","0.187787","53,281","-0.000691","[-0.003679, +0.002296]","-0.003678","[-1.9575%, +1.2218%]","0.650170","-","0.004571","-0.000018","-0.000003"
"page_dimension_cx_checkout_page","Dimension","cx_app_quality_hitch_ios","","mean","0.211295","43,796","0.210546","43,996","-0.001380","[-0.005896, +0.003135]","-0.006532","[-2.7902%, +1.4837%]","0.549084","-","0.000610","0.000000","0.000000","0.212220","42,250","0.000038","[-0.004801, +0.004876]","0.000179","[-2.272%, +2.3077%]","0.987797","-","0.000610","0.000000","0.000000"
"page_dimension_cx_explore_page","Dimension","cx_app_quality_hitch_ios","","mean","0.224225","49,059","0.220625","49,527","-0.002997","[-0.008796, +0.002803]","-0.013364","[-3.9229%, +1.25%]","0.311196","-","0.000732","-0.000012","-0.000002","0.219810","47,320","-0.004560","[-0.010199, +0.00108]","-0.020336","[-4.5487%, +0.4814%]","0.113016","-","0.000732","-0.000019","-0.000003"
"page_dimension_cx_item_page","Dimension","cx_app_quality_hitch_ios","","mean","0.115930","45,654","0.117091","45,751","0.001234","[-0.002434, +0.004901]","0.010641","[-2.0992%, +4.2274%]","0.509687","-","0.001100","0.000008","0.000001","0.118572","43,984","0.001859","[-0.001292, +0.005011]","0.016038","[-1.1148%, +4.3224%]","0.247572","-","0.001100","0.000012","0.000002"
"page_dimension_cx_order_cart_page","Dimension","cx_app_quality_hitch_ios","","mean","0.143675","39,097","0.143267","39,059","-0.002167","[-0.006823, +0.00249]","-0.015079","[-4.7489%, +1.7331%]","0.361817","-","0.000412","0.000000","0.000000","0.145659","37,653","0.001162","[-0.00364, +0.005964]","0.008087","[-2.5334%, +4.1508%]","0.635306","-","0.000412","0.000000","0.000000"
"page_dimension_cx_post_checkout_page","Dimension","cx_app_quality_hitch_ios","","mean","0.164823","32,708","0.166106","33,148","0.001112","[-0.004884, +0.007107]","0.006744","[-2.9632%, +4.3121%]","0.716315","-","0.000223","0.000000","0.000000","0.167007","31,528","0.002113","[-0.004032, +0.008257]","0.012817","[-2.4464%, +5.0098%]","0.500427","-","0.000223","0.000000","0.000000"
"page_dimension_cx_search_result_page","Dimension","cx_app_quality_hitch_ios","","mean","0.130791","29,828","0.130293","29,765","-0.000499","[-0.007222, +0.006223]","-0.003816","[-5.5215%, +4.7583%]","0.884293","-","0.000319","0.000000","0.000000","0.126964","28,812","-0.004220","[-0.011513, +0.003073]","-0.032266","[-8.8024%, +2.3492%]","0.256719","-","0.000319","-0.000007","-0.000001"
"page_dimension_cx_store_page","Dimension","cx_app_quality_hitch_ios","","mean","0.313066","48,801","0.313086","49,023","-0.000753","[-0.006125, +0.004619]","-0.002405","[-1.9563%, +1.4754%]","0.783559","-","0.000995","0.000000","0.000000","0.310603","46,984","-0.002357","[-0.007177, +0.002462]","-0.007530","[-2.2925%, +0.7865%]","0.337751","-","0.000995","-0.000013","-0.000002"
"cx_app_quality_inp_web","Metric","N/A","","mean","0.235255","122,692","0.232994","118,677","-0.000905","[-0.003779, +0.00197]","-0.003846","[-1.6065%, +0.8373%]","0.537310","-","0.208952","-0.000810","-0.000190","0.234832","119,085","-0.000276","[-0.003142, +0.00259]","-0.001173","[-1.3355%, +1.1009%]","0.850301","-","0.208952","-0.000247","-0.000058"
"page_dimension_cx_checkout_page","Dimension","cx_app_quality_inp_web","","mean","0.181444","55,085","0.181748","56,957","0.000328","[-0.004579, +0.005235]","0.001807","[-2.5236%, +2.885%]","0.895808","-","0.027286","0.000039","0.000009","0.183109","53,475","0.001748","[-0.003205, +0.006702]","0.009636","[-1.7664%, +3.6937%]","0.489056","-","0.027286","0.000203","0.000048"
"page_dimension_cx_explore_page","Dimension","cx_app_quality_inp_web","","mean","0.152357","97,582","0.149762","100,984","-0.003002","[-0.005948, -0.000057]","-0.019706","[-3.9038%, -0.0374%]","0.045731","Significant","0.069555","-0.000919","-0.000215","0.152608","94,788","0.000492","[-0.002524, +0.003507]","0.003227","[-1.6566%, +2.302%]","0.749329","-","0.069555","0.000147","0.000034"
"page_dimension_cx_post_checkout_page","Dimension","cx_app_quality_inp_web","","mean","0.169010","76,977","0.164152","81,095","-0.004843","[-0.009252, -0.000433]","-0.028652","[-5.474%, -0.2565%]","0.031346","Significant","0.030455","-0.000634","-0.000148","0.170719","74,715","0.001720","[-0.002916, +0.006357]","0.010179","[-1.7254%, +3.7613%]","0.467076","-","0.030455","0.000222","0.000052"
"page_dimension_cx_search_result_page","Dimension","cx_app_quality_inp_web","","mean","0.380137","49,685","0.379902","51,631","-0.000271","[-0.006293, +0.00575]","-0.000714","[-1.6554%, +1.5127%]","0.929650","-","0.017913","-0.000021","-0.000005","0.383626","48,594","0.003497","[-0.002573, +0.009567]","0.009199","[-0.6768%, +2.5167%]","0.258820","-","0.017913","0.000268","0.000063"
"page_dimension_cx_store_page","Dimension","cx_app_quality_inp_web","","mean","0.281435","72,039","0.280721","74,116","-0.001267","[-0.006143, +0.003609]","-0.004502","[-2.1828%, +1.2824%]","0.610566","-","0.048112","-0.000270","-0.000063","0.280050","69,823","-0.001521","[-0.006501, +0.003459]","-0.005403","[-2.3098%, +1.2292%]","0.549536","-","0.048112","-0.000318","-0.000074"
"cx_app_quality_page_action_error_android","Metric","N/A","","mean","0.001209","23,218","0.001220","22,531","0.000014","[-0.000248, +0.000276]","0.011495","[-20.5167%, +22.8157%]","0.917183","-","0.008891","0.000000","0.000000","0.001341","22,500","0.000138","[-0.000146, +0.000422]","0.114114","[-12.076%, +34.8988%]","0.340969","-","0.008891","0.001088","0.000001"
"action_dimension_cx_add_to_cart","Dimension","cx_app_quality_page_action_error_android","","mean","0.000439","22,185","0.000419","22,542","-0.000020","[-0.000156, +0.000116]","-0.045459","[-35.4728%, +26.381%]","0.773276","-","0.005074","0.000000","0.000000","0.000541","21,413","0.000102","[-0.000065, +0.000269]","0.232284","[-14.9156%, +61.3724%]","0.232653","-","0.005074","0.000000","0.000000"
"action_dimension_cx_delete_cart","Dimension","cx_app_quality_page_action_error_android","","mean","0.000463","13,709","0.000686","13,992","0.000224","[-0.000211, +0.000659]","0.484105","[-45.6048%, +142.4258%]","0.312865","-","0.001055","0.000000","0.000000","0.000583","13,384","0.000121","[-0.000248, +0.00049]","0.260797","[-53.6773%, +105.8368%]","0.521596","-","0.001055","0.000000","0.000000"
"action_dimension_cx_place_order","Dimension","cx_app_quality_page_action_error_android","","mean","0.003331","22,394","0.002698","22,664","-0.000636","[-0.00158, +0.000308]","-0.191062","[-47.4454%, +9.2331%]","0.186369","-","0.002072","-0.001173","-0.000001","0.003249","21,613","-0.000058","[-0.001098, +0.000982]","-0.017517","[-32.9789%, +29.4755%]","0.912453","-","0.002072","0.000000","0.000000"
"action_dimension_cx_set_payment_method","Dimension","cx_app_quality_page_action_error_android","","mean","0.000000","38","0.000000","45","0.000000","[0, 0]","","[]","1.000000","-","0.000002","0.000000","0.000000","0.000000","33","0.000000","[0, 0]","","[]","1.000000","-","0.000002","0.000000","0.000000"
"action_dimension_cx_update_cart","Dimension","cx_app_quality_page_action_error_android","","mean","0.001764","12,210","0.002850","12,527","0.001088","[+0.000202, +0.001973]","0.616724","[+11.4711%, +111.8736%]","0.016048","Significant","0.000838","0.000000","0.000000","0.002825","11,855","0.001062","[+0.000128, +0.001996]","0.602094","[+7.2396%, +113.1791%]","0.025891","Significant","0.000838","0.000000","0.000000"
"cx_app_quality_page_action_error_ios","Metric","N/A","","mean","0.002848","50,276","0.003021","48,480","0.000173","[-0.000083, +0.000429]","0.060685","[-2.9307%, +15.0678%]","0.186277","-","0.004717","0.000000","0.000000","0.002843","48,357","-0.000006","[-0.000237, +0.000225]","-0.002131","[-8.332%, +7.9058%]","0.958974","-","0.004717","0.000000","0.000000"
"action_dimension_cx_add_payment_method","Dimension","cx_app_quality_page_action_error_ios","","mean","0.045926","4,169","0.041639","4,281","-0.004177","[-0.014412, +0.006059]","-0.090940","[-31.3804%, +13.1924%]","0.423846","-","0.000022","0.000000","0.000000","0.044787","4,068","-0.001099","[-0.012108, +0.00991]","-0.023932","[-26.3641%, +21.5777%]","0.844863","-","0.000022","0.000000","0.000000"
"action_dimension_cx_add_to_cart","Dimension","cx_app_quality_page_action_error_ios","","mean","0.003025","48,781","0.003236","48,817","0.000212","[-0.000102, +0.000525]","0.069936","[-3.3686%, +17.3558%]","0.185899","-","0.002590","0.000000","0.000000","0.003024","46,786","-0.000001","[-0.0003, +0.000298]","-0.000190","[-9.9041%, +9.8662%]","0.996999","-","0.002590","0.000000","0.000000"
