"Metric Name","Type","Parent Metric","Experiment Group","Aggregate Func","control Value","control Exposure Volume","treatment1 Value","treatment1 Exposure Volume","treatment1 Absolute Impact","treatment1 Absolute Impact Confidence Interval","treatment1 Relative Impact","treatment1 Relative Impact Confidence Interval","treatment1 P Value","treatment1 Significance","treatment1 Coverage","treatment1 Relative Global Lift","treatment1 Absolute Global Lift","treatment2 Value","treatment2 Exposure Volume","treatment2 Absolute Impact","treatment2 Absolute Impact Confidence Interval","treatment2 Relative Impact","treatment2 Relative Impact Confidence Interval","treatment2 P Value","treatment2 Significance","treatment2 Coverage","treatment2 Relative Global Lift","treatment2 Absolute Global Lift"
"page_dimension_cx_explore_page","Dimension","cx_app_quality_crash_android","","mean","0.000013","46,939","0.000024","45,751","0.000012","[+0.000001, +0.000022]","0.926602","[+8.5355%, +176.785%]","0.030864","Significant","0.004218","0.000000","0.000000","0.000025","45,485","0.000013","[-0.000006, +0.000031]","1.006802","[-44.6633%, +246.0237%]","0.174566","-","0.004218","0.000000","0.000000"
"page_dimension_cx_item_page","Dimension","cx_app_quality_crash_android","","mean","0.000003","38,783","0.000001","37,831","-0.000001","[-0.000005, +0.000002]","-0.490505","[-188.609%, +90.5081%]","0.490907","-","0.004196","0.000000","0.000000","0.000004","37,555","0.000001","[-0.000004, +0.000007]","0.537852","[-158.0008%, +265.5712%]","0.618658","-","0.004196","0.000000","0.000000"
"page_dimension_cx_order_cart_page","Dimension","cx_app_quality_crash_android","","mean","0.000342","38,187","0.000409","37,256","0.000067","[-0.000033, +0.000167]","0.195410","[-9.6726%, +48.7546%]","0.189850","-","0.002022","0.000000","0.000000","0.000452","36,985","0.000111","[-0.000032, +0.000253]","0.323644","[-9.2923%, +74.0211%]","0.127820","-","0.002022","0.000000","0.000000"
"page_dimension_cx_post_checkout_page","Dimension","cx_app_quality_crash_android","","mean","0.000000","42,512","0.000000","41,372","0.000000","[0, 0]","","[]","1.000000","-","0.002259","0.000000","0.000000","0.000000","41,006","0.000000","[0, 0]","","[]","1.000000","-","0.002259","0.000000","0.000000"
"page_dimension_cx_search_result_page","Dimension","cx_app_quality_crash_android","","mean","0.000026","26,977","0.000032","26,318","0.000005","[-0.000029, +0.00004]","0.206790","[-109.7173%, +151.0754%]","0.755935","-","0.000532","0.000000","0.000000","0.000022","25,882","-0.000005","[-0.000036, +0.000027]","-0.173273","[-136.6202%, +101.9656%]","0.775886","-","0.000532","0.000000","0.000000"
"page_dimension_cx_store_page","Dimension","cx_app_quality_crash_android","","mean","0.000000","41,268","0.000000","40,275","0.000000","[0, 0]","","[]","1.000000","-","0.003004","0.000000","0.000000","0.000000","40,031","0.000000","[0, 0]","","[]","1.000000","-","0.003004","0.000000","0.000000"
"cx_app_quality_crash_ios","Metric","N/A","","mean","0.000064","3,080,424","0.000064","2,987,391","0.000000","[-0.000001, +0.000001]","-0.002565","[-2.3112%, +1.7982%]","0.806686","-","0.331497","0.000000","0.000000","0.000064","2,990,056","0.000000","[-0.000002, +0.000001]","-0.006479","[-2.6457%, +1.3499%]","0.525047","-","0.331497","0.000000","0.000000"
"page_dimension_cx_checkout_page","Dimension","cx_app_quality_crash_ios","","mean","0.000133","2,283,988","0.000135","2,214,649","0.000002","[-0.000004, +0.000007]","0.014010","[-2.6519%, +5.4538%]","0.498079","-","0.023389","0.000000","0.000000","0.000130","2,218,452","-0.000002","[-0.000008, +0.000003]","-0.018111","[-5.8249%, +2.2027%]","0.376489","-","0.023389","0.000000","0.000000"
"page_dimension_cx_explore_page","Dimension","cx_app_quality_crash_ios","","mean","0.000061","3,077,708","0.000060","2,984,830","-0.000001","[-0.000003, +0.000001]","-0.019146","[-4.8773%, +1.048%]","0.205284","-","0.092430","0.000000","0.000000","0.000060","2,987,372","-0.000001","[-0.000003, +0.000001]","-0.011540","[-4.1806%, +1.8725%]","0.454860","-","0.092430","0.000000","0.000000"
"page_dimension_cx_item_page","Dimension","cx_app_quality_crash_ios","","mean","0.000051","2,424,035","0.000050","2,350,399","-0.000001","[-0.000004, +0.000002]","-0.016689","[-7.1003%, +3.7626%]","0.547030","-","0.050680","0.000000","0.000000","0.000050","2,353,422","-0.000001","[-0.000003, +0.000002]","-0.010911","[-6.6196%, +4.4374%]","0.698884","-","0.050680","0.000000","0.000000"
"page_dimension_cx_order_cart_page","Dimension","cx_app_quality_crash_ios","","mean","0.000035","2,394,059","0.000034","2,320,837","-0.000001","[-0.000004, +0.000001]","-0.038160","[-11.3194%, +3.6873%]","0.318864","-","0.029392","0.000000","0.000000","0.000036","2,324,959","0.000000","[-0.000002, +0.000003]","0.011196","[-6.5993%, +8.8385%]","0.776184","-","0.029392","0.000000","0.000000"
"page_dimension_cx_post_checkout_page","Dimension","cx_app_quality_crash_ios","","mean","0.000058","2,970,379","0.000057","2,882,643","-0.000001","[-0.000004, +0.000002]","-0.018214","[-6.9163%, +3.2734%]","0.483499","-","0.030617","0.000000","0.000000","0.000059","2,884,535","0.000000","[-0.000003, +0.000003]","0.006873","[-4.4391%, +5.8137%]","0.792721","-","0.030617","0.000000","0.000000"
"page_dimension_cx_search_result_page","Dimension","cx_app_quality_crash_ios","","mean","0.000055","1,902,443","0.000055","1,846,034","0.000000","[-0.000005, +0.000005]","0.002242","[-8.9771%, +9.4254%]","0.961917","-","0.010845","0.000000","0.000000","0.000051","1,847,595","-0.000004","[-0.000009, +0.000001]","-0.068077","[-15.839%, +2.2236%]","0.139568","-","0.010845","0.000000","0.000000"
"page_dimension_cx_store_page","Dimension","cx_app_quality_crash_ios","","mean","0.000099","2,587,056","0.000101","2,507,222","0.000002","[-0.000003, +0.000007]","0.016732","[-3.2048%, +6.5512%]","0.501400","-","0.060490","0.000000","0.000000","0.000100","2,511,017","0.000000","[-0.000004, +0.000005]","0.003855","[-4.1179%, +4.8889%]","0.866744","-","0.060490","0.000000","0.000000"
"cx_app_quality_crash_web","Metric","N/A","","mean","0.000683","89,372","0.000681","86,834","-0.000002","[-0.000106, +0.000101]","-0.003401","[-15.5052%, +14.8249%]","0.964939","-","0.109925","0.000000","0.000000","0.000675","87,320","-0.000009","[-0.000101, +0.000084]","-0.012638","[-14.7532%, +12.2257%]","0.854311","-","0.109925","0.000000","0.000000"
"page_dimension_cx_checkout_page","Dimension","cx_app_quality_crash_web","","mean","0.000491","60,051","0.000408","58,153","-0.000082","[-0.000183, +0.000019]","-0.167237","[-37.2251%, +3.7777%]","0.109863","-","0.026336","-0.001443","-0.000002","0.000451","58,567","-0.000040","[-0.000144, +0.000064]","-0.081440","[-29.4116%, +13.1235%]","0.452934","-","0.026336","-0.000692","-0.000001"
"page_dimension_cx_explore_page","Dimension","cx_app_quality_crash_web","","mean","0.000100","71,210","0.000077","69,135","-0.000023","[-0.000065, +0.00002]","-0.228927","[-65.4671%, +19.6816%]","0.291931","-","0.028861","0.000000","0.000000","0.000090","69,705","-0.000010","[-0.000058, +0.000037]","-0.102487","[-57.9083%, +37.4109%]","0.673412","-","0.028861","0.000000","0.000000"
"page_dimension_cx_item_page","Dimension","cx_app_quality_crash_web","","mean","0.000000","35,333","0.000000","34,122","0.000000","[0, 0]","","[]","1.000000","-","0.007634","0.000000","0.000000","0.000000","34,024","0.000000","[0, 0]","","[]","1.000000","-","0.007634","0.000000","0.000000"
"page_dimension_cx_post_checkout_page","Dimension","cx_app_quality_crash_web","","mean","0.000748","26,844","0.000696","26,325","-0.000053","[-0.000387, +0.000282]","-0.070261","[-51.6951%, +37.6429%]","0.757863","-","0.006139","0.000000","0.000000","0.000572","26,389","-0.000176","[-0.000478, +0.000126]","-0.235046","[-63.8781%, +16.8689%]","0.253849","-","0.006139","-0.000715","-0.000001"
"page_dimension_cx_search_result_page","Dimension","cx_app_quality_crash_web","","mean","0.000697","4,905","0.000304","4,732","-0.000392","[-0.001012, +0.000228]","-0.563331","[-145.3619%, +32.6957%]","0.214912","-","0.000713","0.000000","0.000000","0.001198","4,952","0.000496","[-0.000356, +0.001347]","0.711783","[-51.0698%, +193.4265%]","0.253796","-","0.000713","0.000000","0.000000"
"page_dimension_cx_store_page","Dimension","cx_app_quality_crash_web","","mean","0.001074","60,804","0.001199","58,860","0.000123","[-0.000136, +0.000382]","0.114446","[-12.7103%, +35.5995%]","0.353081","-","0.036057","0.002953","0.000004","0.001051","59,164","-0.000026","[-0.000237, +0.000186]","-0.023805","[-22.0597%, +17.2987%]","0.812591","-","0.036057","0.000000","0.000000"
"cx_app_quality_hitch_android","Metric","N/A","","mean","0.067048","48,542","0.067925","47,399","0.001320","[-0.000489, +0.003129]","0.019692","[-0.7289%, +4.6673%]","0.152577","-","0.020096","0.000354","0.000027","0.067560","47,069","0.001401","[-0.000405, +0.003207]","0.020896","[-0.6046%, +4.7838%]","0.128474","-","0.020096","0.000375","0.000028"
