Metric Name,Desired Direction,Dimension Name,Dimension Value,Label,Variant Name,Metric Value,Metric Impact Relative,Metric Impact Relative Lower Bound,Metric Impact Relative Upper Bound,Metric Impact Relative Global Lift,Metric Impact Absolute,Metric Impact Absolute Lower Bound,Metric Impact Absolute Upper Bound,Metric Impact Absolute Global Lift,P Value,Metric Impact Relative Sequential Lower Bound,Metric Impact Relative Sequential Upper Bound,Metric Impact Absolute Sequential Lower Bound,Metric Impact Absolute Sequential Upper Bound,P Value Sequential,Participating Units,Analyzed At
cx_app_quality_page_action_error_android,decrease,action_dimension,action_dimension_cx_create_address,,treatment1,0.0,,,,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,69,2025-01-15 23:09:36
cx_app_quality_action_load_latency_ios,decrease,action_dimension,action_dimension_cx_create_address,,treatment1,0.01593102,0.01495608,-0.02605774,0.0559699,0.0,0.00023479,-0.00040906,0.00087863,0.0,0.47478243,-0.04954541,0.07945757,-0.00077778,0.00124735,1.0,189335,2025-01-15 23:09:58
cx_app_quality_action_load_latency_android,decrease,action_dimension,action_dimension_cx_create_address,,treatment2,0.1,0.74999563,-1.97706246,3.47705371,0.0,0.042857,-0.11297528,0.19868928,0.0,0.58986659,-3.53878551,5.03877676,-0.20221682,0.28793082,1.0,20,2025-01-15 23:09:39
cx_app_quality_page_action_error_web,decrease,action_dimension,action_dimension_cx_create_address,,treatment1,0.00018949,-0.82541033,-1.94335133,0.29253067,0.0,-0.00081693,-0.00192339,0.00028953,0.0,0.14786839,-2.58357027,0.9327496,-0.00255704,0.00092317,0.96761347,4346,2025-01-15 23:09:39
cx_app_quality_action_load_latency_ios,decrease,action_dimension,action_dimension_cx_create_address,,control,0.01569833,,,,,,,,,,,,,,,378499,2025-01-15 23:09:58
cx_app_quality_action_load_latency_ios,decrease,action_dimension,action_dimension_cx_create_address,,treatment2,0.01633711,0.04059137,-0.00084189,0.08202462,0.00018459,0.00063722,-0.00001322,0.00128765,1.71e-6,0.05484032,-0.02456976,0.10575249,-0.0003857,0.00166014,0.51168054,189341,2025-01-15 23:09:58
cx_app_quality_page_action_error_web,decrease,action_dimension,action_dimension_cx_create_address,,control,0.00098973,,,,,,,,,,,,,,,8572,2025-01-15 23:09:39
cx_app_quality_page_action_error_ios,decrease,action_dimension,action_dimension_cx_create_address,,treatment2,0.00055847,0.00790403,-0.36933019,0.38513825,0.0,4.38e-6,-0.00020465,0.00021341,0.0,0.96724303,-0.58536349,0.60117156,-0.00032436,0.00033312,1.0,189189,2025-01-15 23:09:25
cx_app_quality_page_action_error_ios,decrease,action_dimension,action_dimension_cx_create_address,,treatment1,0.00057659,0.04073526,-0.34707943,0.42854994,0.0,0.00002257,-0.00019232,0.00023746,0.0,0.83689201,-0.56917192,0.65064243,-0.00031539,0.00036053,1.0,189206,2025-01-15 23:09:25
cx_app_quality_action_load_latency_android,decrease,action_dimension,action_dimension_cx_create_address,,treatment1,0.05,-0.12500219,-2.31710712,2.06710275,0.0,-0.007143,-0.13240645,0.11812045,0.0,0.91101004,-3.57247488,3.3224705,-0.20414193,0.18985593,1.0,20,2025-01-15 23:09:39
