"Metric Name","Type","Parent Metric","Experiment Group","Aggregate Func","control Value","control Exposure Volume","treatment_a Value","treatment_a Exposure Volume","treatment_a Absolute Impact","treatment_a Absolute Impact Confidence Interval","treatment_a Relative Impact","treatment_a Relative Impact Confidence Interval","treatment_a P Value","treatment_a Significance","treatment_a Coverage","treatment_a Relative Global Lift","treatment_a Absolute Global Lift","treatment_b Value","treatment_b Exposure Volume","treatment_b Absolute Impact","treatment_b Absolute Impact Confidence Interval","treatment_b Relative Impact","treatment_b Relative Impact Confidence Interval","treatment_b P Value","treatment_b Significance","treatment_b Coverage","treatment_b Relative Global Lift","treatment_b Absolute Global Lift"
"page_dimension_cx_explore_page","Dimension","cx_app_quality_hitch_ios","","mean","0.161033","1,732,116","0.160603","1,684,753","-0.000394","[-0.000909, +0.000121]","-0.002447","[-0.5643%, +0.0749%]","0.133426","-","0.037837","-0.000103","-0.000015","0.160836","1,684,296","-0.000198","[-0.000713, +0.000318]","-0.001227","[-0.4428%, +0.1974%]","0.452510","-","0.037837","-0.000051","-0.000007"
"page_dimension_cx_item_page","Dimension","cx_app_quality_hitch_ios","","mean","0.163682","1,658,867","0.163814","1,611,502","0.000103","[-0.000471, +0.000676]","0.000627","[-0.2879%, +0.4133%]","0.726069","-","0.058006","0.000041","0.000006","0.163818","1,612,191","-0.000008","[-0.00058, +0.000565]","-0.000046","[-0.3546%, +0.3454%]","0.979445","-","0.058006","0.000000","0.000000"
"page_dimension_cx_order_cart_page","Dimension","cx_app_quality_hitch_ios","","mean","0.151469","1,471,570","0.151295","1,429,045","-0.000210","[-0.000857, +0.000436]","-0.001387","[-0.5655%, +0.288%]","0.524007","-","0.025982","-0.000038","-0.000005","0.151112","1,430,594","-0.000384","[-0.00103, +0.000261]","-0.002538","[-0.6797%, +0.1721%]","0.242885","-","0.025982","-0.000069","-0.000010"
"page_dimension_cx_post_checkout_page","Dimension","cx_app_quality_hitch_ios","","mean","0.145655","1,515,489","0.145716","1,474,586","0.000062","[-0.000594, +0.000717]","0.000422","[-0.408%, +0.4925%]","0.854135","-","0.012845","0.000000","0.000000","0.145391","1,472,965","-0.000256","[-0.000909, +0.000398]","-0.001757","[-0.6244%, +0.273%]","0.442816","-","0.012845","-0.000023","-0.000003"
"page_dimension_cx_search_result_page","Dimension","cx_app_quality_hitch_ios","","mean","0.199587","910,233","0.199629","884,463","0.000043","[-0.000839, +0.000924]","0.000214","[-0.4201%, +0.463%]","0.924200","-","0.012877","0.000000","0.000000","0.199302","886,255","-0.000282","[-0.001162, +0.000599]","-0.001411","[-0.5823%, +0.3001%]","0.530887","-","0.012877","-0.000025","-0.000004"
"page_dimension_cx_store_page","Dimension","cx_app_quality_hitch_ios","","mean","0.108365","1,746,591","0.108432","1,696,718","0.000018","[-0.000329, +0.000366]","0.000169","[-0.3034%, +0.3373%]","0.917493","-","0.046465","0.000000","0.000000","0.108278","1,697,628","-0.000106","[-0.000453, +0.000241]","-0.000978","[-0.4183%, +0.2226%]","0.549613","-","0.046465","-0.000034","-0.000005"
"cx_app_quality_inp_web","Metric","N/A","","mean","0.213310","34,839","0.219485","34,242","0.006196","[+0.00097, +0.011422]","0.029046","[+0.4547%, +5.3545%]","0.020142","Significant","0.045212","0.001190","0.000281","0.214136","34,525","0.001952","[-0.003171, +0.007076]","0.009152","[-1.4866%, +3.3171%]","0.455165","-","0.045212","0.000374","0.000088"
"page_dimension_cx_checkout_page","Dimension","cx_app_quality_inp_web","","mean","0.129191","18,538","0.135281","18,295","0.006412","[-0.001236, +0.014059]","0.049628","[-0.9567%, +10.8824%]","0.100342","-","0.008458","0.000231","0.000054","0.129149","18,411","-0.000054","[-0.007133, +0.007026]","-0.000415","[-5.5213%, +5.4384%]","0.988170","-","0.008458","0.000000","0.000000"
"page_dimension_cx_explore_page","Dimension","cx_app_quality_inp_web","","mean","0.188263","26,481","0.187746","26,051","-0.000419","[-0.006467, +0.005628]","-0.002228","[-3.435%, +2.9894%]","0.891873","-","0.013037","-0.000023","-0.000005","0.186526","26,289","-0.001667","[-0.007707, +0.004374]","-0.008852","[-4.0937%, +2.3232%]","0.588664","-","0.013037","-0.000092","-0.000022"
"page_dimension_cx_post_checkout_page","Dimension","cx_app_quality_inp_web","","mean","0.112095","13,614","0.120580","13,210","0.008533","[-0.000533, +0.0176]","0.076127","[-0.4754%, +15.7007%]","0.065071","-","0.004339","0.000156","0.000037","0.116017","13,350","0.003922","[-0.004689, +0.012534]","0.034993","[-4.183%, +11.1815%]","0.371984","-","0.004339","0.000071","0.000017"
"page_dimension_cx_search_result_page","Dimension","cx_app_quality_inp_web","","mean","0.432820","9,004","0.440752","8,908","0.007898","[-0.006019, +0.021815]","0.018248","[-1.3906%, +5.0402%]","0.266007","-","0.002534","0.000086","0.000020","0.424114","8,973","-0.007643","[-0.021399, +0.006114]","-0.017658","[-4.944%, +1.4125%]","0.276200","-","0.002534","-0.000083","-0.000020"
"page_dimension_cx_store_page","Dimension","cx_app_quality_inp_web","","mean","0.262210","23,121","0.271462","22,689","0.009106","[+0.000543, +0.017668]","0.034727","[+0.2072%, +6.7381%]","0.037131","Significant","0.015283","0.000589","0.000139","0.264927","22,900","0.003027","[-0.005409, +0.011463]","0.011543","[-2.063%, +4.3716%]","0.481934","-","0.015283","0.000196","0.000046"
"cx_app_quality_page_action_error_android","Metric","N/A","","mean","0.002434","18,681","0.002467","18,384","0.000033","[-0.000395, +0.00046]","0.013418","[-16.2312%, +18.9147%]","0.881040","-","0.008940","0.000000","0.000000","0.002876","18,474","0.000442","[-0.000042, +0.000926]","0.181581","[-1.7336%, +38.0499%]","0.073591","-","0.008940","0.001785","0.000004"
"action_dimension_cx_add_to_cart","Dimension","cx_app_quality_page_action_error_android","","mean","0.002762","17,455","0.002900","17,229","0.000141","[-0.000482, +0.000765]","0.051183","[-17.461%, +27.6976%]","0.656834","-","0.005002","0.000000","0.000000","0.003266","17,324","0.000506","[-0.000177, +0.001189]","0.183218","[-6.3941%, +43.0377%]","0.146248","-","0.005002","0.001146","0.000003"
"action_dimension_cx_delete_cart","Dimension","cx_app_quality_page_action_error_android","","mean","0.000481","10,324","0.000734","10,212","0.000252","[-0.000328, +0.000832]","0.524357","[-68.1934%, +173.0648%]","0.394232","-","0.001135","0.000000","0.000000","0.000652","10,359","0.000171","[-0.00034, +0.000681]","0.354972","[-70.7503%, +141.7448%]","0.512582","-","0.001135","0.000000","0.000000"
"action_dimension_cx_place_order","Dimension","cx_app_quality_page_action_error_android","","mean","0.002579","16,980","0.002515","16,688","-0.000080","[-0.001035, +0.000874]","-0.031206","[-40.1156%, +33.8743%]","0.868685","-","0.001901","0.000000","0.000000","0.002815","16,785","0.000220","[-0.000844, +0.001283]","0.085117","[-32.7391%, +49.7625%]","0.685905","-","0.001901","0.000000","0.000000"
"action_dimension_cx_update_cart","Dimension","cx_app_quality_page_action_error_android","","mean","0.002752","9,321","0.002082","9,331","-0.000670","[-0.001668, +0.000329]","-0.243323","[-60.6157%, +11.9511%]","0.188716","-","0.000929","0.000000","0.000000","0.003532","9,338","0.000780","[-0.000756, +0.002316]","0.283378","[-27.4889%, +84.1646%]","0.319793","-","0.000929","0.000000","0.000000"
"cx_app_quality_page_action_error_ios","Metric","N/A","","mean","0.002283","1,971,430","0.002291","1,914,971","0.000008","[-0.000029, +0.000046]","0.003685","[-1.2575%, +1.9944%]","0.656920","-","0.237922","0.000743","0.000002","0.002256","1,915,258","-0.000026","[-0.000063, +0.00001]","-0.011519","[-2.7607%, +0.4569%]","0.160504","-","0.237922","-0.002323","-0.000006"
"action_dimension_cx_add_payment_method","Dimension","cx_app_quality_page_action_error_ios","","mean","0.047387","109,077","0.048738","104,835","0.001351","[-0.001315, +0.004017]","0.028517","[-2.7741%, +8.4775%]","0.320467","-","0.000976","0.000490","0.000001","0.046428","105,770","-0.000948","[-0.00347, +0.001574]","-0.020008","[-7.3233%, +3.3218%]","0.461272","-","0.000976","0.000000","0.000000"
"action_dimension_cx_add_to_cart","Dimension","cx_app_quality_page_action_error_ios","","mean","0.002566","1,696,231","0.002576","1,647,315","0.000010","[-0.000043, +0.000063]","0.003784","[-1.683%, +2.4399%]","0.718992","-","0.125226","0.000452","0.000001","0.002550","1,648,887","-0.000017","[-0.00007, +0.000036]","-0.006446","[-2.7106%, +1.4214%]","0.540842","-","0.125226","-0.000770","-0.000002"
"action_dimension_cx_create_address","Dimension","cx_app_quality_page_action_error_ios","","mean","0.000581","226,915","0.000465","220,251","-0.000117","[-0.000358, +0.000125]","-0.200523","[-61.5351%, +21.4305%]","0.343423","-","0.001596","0.000000","0.000000","0.000579","220,481","-0.000002","[-0.000253, +0.000248]","-0.003880","[-43.4554%, +42.6793%]","0.985912","-","0.001596","0.000000","0.000000"
"action_dimension_cx_delete_cart","Dimension","cx_app_quality_page_action_error_ios","","mean","0.001185","1,153,755","0.001200","1,120,862","0.000015","[-0.000034, +0.000064]","0.012719","[-2.8606%, +5.4044%]","0.546347","-","0.031431","0.000000","0.000000","0.001191","1,120,804","0.000006","[-0.000043, +0.000055]","0.004925","[-3.6457%, +4.6307%]","0.815569","-","0.031431","0.000000","0.000000"
"action_dimension_cx_place_order","Dimension","cx_app_quality_page_action_error_ios","","mean","0.002181","1,802,635","0.002129","1,751,769","-0.000053","[-0.000151, +0.000046]","-0.024107","[-6.9132%, +2.0917%]","0.293981","-","0.041760","-0.000815","-0.000002","0.002075","1,751,819","-0.000107","[-0.000202, -0.000011]","-0.048902","[-9.2562%, -0.5243%]","0.028139","Significant","0.041760","-0.001653","-0.000004"
"action_dimension_cx_set_address","Dimension","cx_app_quality_page_action_error_ios","","mean","0.000147","523,405","0.000124","509,341","-0.000023","[-0.000059, +0.000013]","-0.156300","[-40.3139%, +9.054%]","0.214585","-","0.006542","0.000000","0.000000","0.000134","509,426","-0.000013","[-0.000054, +0.000028]","-0.087447","[-36.6171%, +19.1277%]","0.538608","-","0.006542","0.000000","0.000000"
"action_dimension_cx_set_payment_method","Dimension","cx_app_quality_page_action_error_ios","","mean","0.000065","355,648","0.000065","345,340","0.000000","[-0.000028, +0.000028]","-0.000677","[-43.6242%, +43.4887%]","0.997568","-","0.005577","0.000000","0.000000","0.000060","345,870","-0.000005","[-0.000033, +0.000022]","-0.084471","[-51.3907%, +34.4965%]","0.699846","-","0.005577","0.000000","0.000000"
"action_dimension_cx_update_cart","Dimension","cx_app_quality_page_action_error_ios","","mean","0.001802","989,063","0.001876","961,347","0.000073","[-0.000009, +0.000155]","0.040609","[-0.4733%, +8.595%]","0.079196","-","0.024843","0.000673","0.000002","0.001857","961,392","0.000055","[-0.000027, +0.000137]","0.030603","[-1.4973%, +7.6179%]","0.188160","-","0.024843","0.000508","0.000001"
"action_dimension_cx_add_payment_method","Dimension","cx_app_quality_page_action_error_ios","","mean","0.047387","109,077","0.048738","104,835","0.001351","[-0.001315, +0.004017]","0.028517","[-2.7741%, +8.4775%]","0.320467","-","0.000976","0.000490","0.000001","0.046428","105,770","-0.000948","[-0.00347, +0.001574]","-0.020008","[-7.3233%, +3.3218%]","0.461272","-","0.000976","0.000000","0.000000"
"action_dimension_cx_add_to_cart","Dimension","cx_app_quality_page_action_error_ios","","mean","0.002566","1,696,231","0.002576","1,647,315","0.000010","[-0.000043, +0.000063]","0.003784","[-1.683%, +2.4399%]","0.718992","-","0.125226","0.000452","0.000001","0.002550","1,648,887","-0.000017","[-0.00007, +0.000036]","-0.006446","[-2.7106%, +1.4214%]","0.540842","-","0.125226","-0.000770","-0.000002"
"action_dimension_cx_create_address","Dimension","cx_app_quality_page_action_error_ios","","mean","0.000581","226,915","0.000465","220,251","-0.000117","[-0.000358, +0.000125]","-0.200523","[-61.5351%, +21.4305%]","0.343423","-","0.001596","0.000000","0.000000","0.000579","220,481","-0.000002","[-0.000253, +0.000248]","-0.003880","[-43.4554%, +42.6793%]","0.985912","-","0.001596","0.000000","0.000000"
"action_dimension_cx_delete_cart","Dimension","cx_app_quality_page_action_error_ios","","mean","0.001185","1,153,755","0.001200","1,120,862","0.000015","[-0.000034, +0.000064]","0.012719","[-2.8606%, +5.4044%]","0.546347","-","0.031431","0.000000","0.000000","0.001191","1,120,804","0.000006","[-0.000043, +0.000055]","0.004925","[-3.6457%, +4.6307%]","0.815569","-","0.031431","0.000000","0.000000"
"action_dimension_cx_place_order","Dimension","cx_app_quality_page_action_error_ios","","mean","0.002181","1,802,635","0.002129","1,751,769","-0.000053","[-0.000151, +0.000046]","-0.024107","[-6.9132%, +2.0917%]","0.293981","-","0.041760","-0.000815","-0.000002","0.002075","1,751,819","-0.000107","[-0.000202, -0.000011]","-0.048902","[-9.2562%, -0.5243%]","0.028139","Significant","0.041760","-0.001653","-0.000004"
"action_dimension_cx_set_address","Dimension","cx_app_quality_page_action_error_ios","","mean","0.000147","523,405","0.000124","509,341","-0.000023","[-0.000059, +0.000013]","-0.156300","[-40.3139%, +9.054%]","0.214585","-","0.006542","0.000000","0.000000","0.000134","509,426","-0.000013","[-0.000054, +0.000028]","-0.087447","[-36.6171%, +19.1277%]","0.538608","-","0.006542","0.000000","0.000000"
"action_dimension_cx_set_payment_method","Dimension","cx_app_quality_page_action_error_ios","","mean","0.000065","355,648","0.000065","345,340","0.000000","[-0.000028, +0.000028]","-0.000677","[-43.6242%, +43.4887%]","0.997568","-","0.005577","0.000000","0.000000","0.000060","345,870","-0.000005","[-0.000033, +0.000022]","-0.084471","[-51.3907%, +34.4965%]","0.699846","-","0.005577","0.000000","0.000000"
"action_dimension_cx_update_cart","Dimension","cx_app_quality_page_action_error_ios","","mean","0.001802","989,063","0.001876","961,347","0.000073","[-0.000009, +0.000155]","0.040609","[-0.4733%, +8.595%]","0.079196","-","0.024843","0.000673","0.000002","0.001857","961,392","0.000055","[-0.000027, +0.000137]","0.030603","[-1.4973%, +7.6179%]","0.188160","-","0.024843","0.000508","0.000001"
"cx_app_quality_page_action_error_web","Metric","N/A","","mean","0.003450","36,763","0.001326","36,112","-0.002124","[-0.006788, +0.002541]","-0.615658","[-196.7841%, +73.6526%]","0.372187","-","0.039104","-0.059925","-0.000083","0.001334","36,378","-0.002116","[-0.006782, +0.00255]","-0.613331","[-196.5839%, +73.9177%]","0.374111","-","0.039104","-0.059650","-0.000083"
"action_dimension_cx_add_payment_method","Dimension","cx_app_quality_page_action_error_web","","mean","0.000639","3,188","0.001052","3,229","0.000409","[-0.001026, +0.001844]","0.640164","[-160.5986%, +288.6314%]","0.576435","-","0.000610","0.000000","0.000000","0.001665","3,244","0.001027","[-0.001321, +0.003376]","1.608181","[-206.8489%, +528.4852%]","0.391284","-","0.000610","0.000000","0.000000"
"action_dimension_cx_add_to_cart","Dimension","cx_app_quality_page_action_error_web","","mean","0.006987","22,607","0.001376","22,078","-0.005613","[-0.017102, +0.005876]","-0.803343","[-244.7663%, +84.0978%]","0.338289","-","0.015773","-0.063630","-0.000089","0.001069","22,362","-0.005912","[-0.017402, +0.005578]","-0.846096","[-249.0478%, +79.8285%]","0.313226","-","0.015773","-0.067309","-0.000094"
"action_dimension_cx_create_address","Dimension","cx_app_quality_page_action_error_web","","mean","0.000546","1,529","0.000000","1,467","-0.000546","[-0.001615, +0.000523]","-1.000606","[-296.0501%, +95.9288%]","0.317000","-","0.000232","0.000000","0.000000","0.000000","1,515","-0.000545","[-0.001615, +0.000524]","-0.999606","[-295.9502%, +96.029%]","0.317484","-","0.000232","0.000000","0.000000"
"action_dimension_cx_delete_cart","Dimension","cx_app_quality_page_action_error_web","","mean","0.000888","12,826","0.001212","12,721","0.000323","[-0.00041, +0.001057]","0.364341","[-46.1849%, +119.053%]","0.387411","-","0.004635","0.001092","0.000002","0.000975","12,925","0.000089","[-0.000652, +0.000829]","0.099757","[-73.4958%, +93.4472%]","0.814802","-","0.004635","0.000000","0.000000"
"action_dimension_cx_place_order","Dimension","cx_app_quality_page_action_error_web","","mean","0.000888","31,015","0.000949","30,418","0.000057","[-0.000358, +0.000472]","0.064304","[-40.2937%, +53.1544%]","0.787362","-","0.010615","0.000000","0.000000","0.001390","30,775","0.000501","[-0.000008, +0.001009]","0.563712","[-0.8764%, +113.6188%]","0.053612","-","0.010615","0.003850","0.000005"
"action_dimension_cx_set_address","Dimension","cx_app_quality_page_action_error_web","","mean","0.000834","12,432","0.001467","12,097","0.000631","[-0.000087, +0.001349]","0.756302","[-10.4435%, +161.7039%]","0.085041","-","0.002739","0.001248","0.000002","0.001644","12,274","0.000806","[-0.000038, +0.00165]","0.966569","[-4.5147%, +197.8286%]","0.061137","-","0.002739","0.001583","0.000002"
"action_dimension_cx_set_payment_method","Dimension","cx_app_quality_page_action_error_web","","mean","0.002004","5,923","0.001576","5,910","-0.000438","[-0.001757, +0.000882]","-0.218409","[-87.6901%, +44.0084%]","0.515640","-","0.001345","0.000000","0.000000","0.001800","5,897","-0.000207","[-0.00174, +0.001326]","-0.103254","[-86.8011%, +66.1503%]","0.791298","-","0.001345","0.000000","0.000000"
"action_dimension_cx_update_cart","Dimension","cx_app_quality_page_action_error_web","","mean","0.001723","10,093","0.002445","9,944","0.000750","[-0.000561, +0.002062]","0.435437","[-32.5752%, +119.6626%]","0.262205","-","0.003185","0.001712","0.000002","0.002592","10,020","0.000941","[-0.000217, +0.002099]","0.546157","[-12.59%, +121.8214%]","0.111207","-","0.003185","0.002078","0.000003"
"cx_app_quality_page_load_error_android","Metric","N/A","","mean","0.003981","25,299","0.003863","24,729","-0.000118","[-0.000352, +0.000117]","-0.029593","[-8.8526%, +2.9341%]","0.325033","-","0.009258","-0.000439","-0.000001","0.004068","24,971","0.000088","[-0.000161, +0.000336]","0.021988","[-4.0344%, +8.4321%]","0.489318","-","0.009258","0.000000","0.000000"
"page_dimension_cx_checkout_page","Dimension","cx_app_quality_page_load_error_android","","mean","0.005700","16,739","0.006081","16,514","0.000381","[-0.000408, +0.001171]","0.066912","[-7.1661%, +20.5485%]","0.343946","-","0.000874","0.000000","0.000000","0.005865","16,690","0.000165","[-0.0006, +0.00093]","0.028960","[-10.5185%, +16.3105%]","0.672201","-","0.000874","0.000000","0.000000"
"page_dimension_cx_explore_page","Dimension","cx_app_quality_page_load_error_android","","mean","0.005031","24,484","0.004810","23,955","-0.000221","[-0.000768, +0.000326]","-0.043866","[-15.2596%, +6.4864%]","0.429103","-","0.001743","0.000000","0.000000","0.005200","24,189","0.000170","[-0.00049, +0.000829]","0.033699","[-9.7376%, +16.4775%]","0.614328","-","0.001743","0.000000","0.000000"
"page_dimension_cx_item_page","Dimension","cx_app_quality_page_load_error_android","","mean","0.001639","18,515","0.001722","18,234","0.000083","[-0.000197, +0.000364]","0.050779","[-12.0412%, +22.197%]","0.560991","-","0.001554","0.000000","0.000000","0.001811","18,385","0.000172","[-0.000133, +0.000477]","0.104882","[-8.1316%, +29.108%]","0.269590","-","0.001554","0.000000","0.000000"
"page_dimension_cx_order_cart_page","Dimension","cx_app_quality_page_load_error_android","","mean","0.015435","18,193","0.014578","17,921","-0.000874","[-0.002043, +0.000295]","-0.056620","[-13.2358%, +1.9118%]","0.142861","-","0.001199","-0.000418","-0.000001","0.015640","18,043","0.000180","[-0.001014, +0.001373]","0.011632","[-6.571%, +8.8974%]","0.768167","-","0.001199","0.000000","0.000000"
"page_dimension_cx_post_checkout_page","Dimension","cx_app_quality_page_load_error_android","","mean","0.000282","21,515","0.000323","21,112","0.000039","[-0.000147, +0.000226]","0.138986","[-52.2654%, +80.0625%]","0.680548","-","0.002013","0.000000","0.000000","0.000413","21,257","0.000131","[-0.000074, +0.000335]","0.463066","[-26.2545%, +118.8677%]","0.211009","-","0.002013","0.000000","0.000000"
"page_dimension_cx_search_result_page","Dimension","cx_app_quality_page_load_error_android","","mean","0.002794","11,450","0.002266","11,187","-0.000529","[-0.001479, +0.00042]","-0.189400","[-52.9252%, +15.0452%]","0.274706","-","0.000200","0.000000","0.000000","0.002033","11,381","-0.000758","[-0.001712, +0.000195]","-0.271427","[-61.256%, +6.9706%]","0.118884","-","0.000200","0.000000","0.000000"
"page_dimension_cx_store_page","Dimension","cx_app_quality_page_load_error_android","","mean","0.000618","20,236","0.000530","19,868","-0.000087","[-0.000215, +0.000041]","-0.140919","[-34.8149%, +6.6311%]","0.182596","-","0.001703","0.000000","0.000000","0.000568","20,137","-0.000050","[-0.000189, +0.000088]","-0.081038","[-30.5152%, +14.3077%]","0.478509","-","0.001703","0.000000","0.000000"
"cx_app_quality_page_load_error_ios","Metric","N/A","","mean","0.000503","2,483,236","0.000497","2,412,123","-0.000006","[-0.000014, +0.000002]","-0.011958","[-2.7286%, +0.337%]","0.126264","-","0.240530","-0.002766","-0.000001","0.000503","2,413,079","0.000000","[-0.000008, +0.000008]","0.000724","[-1.4919%, +1.6366%]","0.927743","-","0.240530","0.000000","0.000000"
"page_dimension_cx_checkout_page","Dimension","cx_app_quality_page_load_error_ios","","mean","0.002061","1,655,133","0.002047","1,607,854","-0.000013","[-0.000053, +0.000027]","-0.006254","[-2.5836%, +1.3329%]","0.531356","-","0.018919","0.000000","0.000000","0.002050","1,608,976","-0.000011","[-0.000051, +0.00003]","-0.005259","[-2.4899%, +1.438%]","0.599681","-","0.018919","0.000000","0.000000"
"page_dimension_cx_explore_page","Dimension","cx_app_quality_page_load_error_ios","","mean","0.000323","2,406,770","0.000325","2,337,781","0.000002","[-0.000011, +0.000015]","0.006775","[-3.3435%, +4.6984%]","0.741227","-","0.080123","0.000000","0.000000","0.000327","2,338,459","0.000004","[-0.000009, +0.000017]","0.012386","[-2.8135%, +5.2907%]","0.549103","-","0.080123","0.000000","0.000000"
"page_dimension_cx_item_page","Dimension","cx_app_quality_page_load_error_ios","","mean","0.000523","1,765,844","0.000505","1,715,681","-0.000019","[-0.000036, -0.000002]","-0.035511","[-6.799%, -0.3033%]","0.032115","Significant","0.036861","0.000000","0.000000","0.000513","1,716,277","-0.000010","[-0.000027, +0.000007]","-0.019848","[-5.2508%, +1.2812%]","0.233602","-","0.036861","0.000000","0.000000"
"page_dimension_cx_order_cart_page","Dimension","cx_app_quality_page_load_error_ios","","mean","0.000352","1,740,105","0.000339","1,689,932","-0.000013","[-0.000032, +0.000006]","-0.036794","[-8.9618%, +1.603%]","0.172193","-","0.026297","0.000000","0.000000","0.000350","1,691,168","-0.000002","[-0.00002, +0.000017]","-0.004730","[-5.8223%, +4.8763%]","0.862408","-","0.026297","0.000000","0.000000"
"page_dimension_cx_post_checkout_page","Dimension","cx_app_quality_page_load_error_ios","","mean","0.000886","2,437,206","0.000874","2,368,278","-0.000013","[-0.000045, +0.00002]","-0.014280","[-5.11%, +2.2541%]","0.447187","-","0.026231","0.000000","0.000000","0.000895","2,367,935","0.000009","[-0.000024, +0.000042]","0.010226","[-2.7227%, +4.7679%]","0.592555","-","0.026231","0.000000","0.000000"
"page_dimension_cx_search_result_page","Dimension","cx_app_quality_page_load_error_ios","","mean","0.000250","1,291,458","0.000234","1,254,500","-0.000015","[-0.000045, +0.000014]","-0.061743","[-17.8207%, +5.4721%]","0.298772","-","0.008012","0.000000","0.000000","0.000259","1,256,183","0.000009","[-0.000022, +0.00004]","0.034492","[-8.9203%, +15.8186%]","0.584705","-","0.008012","0.000000","0.000000"
"page_dimension_cx_store_page","Dimension","cx_app_quality_page_load_error_ios","","mean","0.000051","1,925,941","0.000053","1,871,118","0.000002","[-0.000002, +0.000006]","0.045117","[-3.474%, +12.4974%]","0.268153","-","0.044100","0.000000","0.000000","0.000053","1,872,520","0.000002","[-0.000003, +0.000007]","0.041265","[-5.1618%, +13.4148%]","0.383895","-","0.044100","0.000000","0.000000"
"cx_app_quality_page_load_error_web","Metric","N/A","","mean","0.000647","63,699","0.000706","61,909","0.000059","[-0.000089, +0.000207]","0.091310","[-13.703%, +31.965%]","0.433181","-","0.038004","0.002412","0.000002","0.000685","62,416","0.000038","[-0.000099, +0.000175]","0.059188","[-15.2385%, +27.076%]","0.583485","-","0.038004","0.001561","0.000001"
"page_dimension_cx_checkout_page","Dimension","cx_app_quality_page_load_error_web","","mean","0.000406","34,513","0.000626","33,847","0.000220","[-0.000008, +0.000448]","0.543058","[-1.8999%, +110.5115%]","0.058263","-","0.003864","0.000000","0.000000","0.000422","34,169","0.000017","[-0.000146, +0.000181]","0.042193","[-36.0375%, +44.4761%]","0.837241","-","0.003864","0.000000","0.000000"
"page_dimension_cx_explore_page","Dimension","cx_app_quality_page_load_error_web","","mean","0.000096","53,845","0.000204","52,428","0.000108","[-0.000027, +0.000244]","1.134972","[-28.7587%, +255.753%]","0.117880","-","0.008328","0.000000","0.000000","0.000134","52,919","0.000038","[-0.000048, +0.000125]","0.402877","[-49.9147%, +130.49%]","0.381361","-","0.008328","0.000000","0.000000"
"page_dimension_cx_item_page","Dimension","cx_app_quality_page_load_error_web","","mean","0.000795","35,201","0.000752","34,423","-0.000043","[-0.00021, +0.000124]","-0.053755","[-26.3966%, +15.6457%]","0.616232","-","0.010323","0.000000","0.000000","0.000806","34,781","0.000011","[-0.000196, +0.000219]","0.014403","[-24.7019%, +27.5824%]","0.914011","-","0.010323","0.000000","0.000000"
"page_dimension_cx_post_checkout_page","Dimension","cx_app_quality_page_load_error_web","","mean","0.000219","42,223","0.000170","41,149","-0.000049","[-0.000158, +0.00006]","-0.223903","[-72.1562%, +27.3755%]","0.377878","-","0.005227","0.000000","0.000000","0.000249","41,434","0.000030","[-0.000084, +0.000143]","0.135833","[-38.2078%, +65.3745%]","0.607222","-","0.005227","0.000000","0.000000"
"page_dimension_cx_search_result_page","Dimension","cx_app_quality_page_load_error_web","","mean","0.000126","15,793","0.000230","15,442","0.000104","[-0.000101, +0.000309]","0.829879","[-79.9693%, +245.945%]","0.318214","-","0.001524","0.000000","0.000000","0.000169","15,589","0.000043","[-0.000122, +0.000207]","0.338469","[-97.0769%, +164.7707%]","0.612367","-","0.001524","0.000000","0.000000"
"page_dimension_cx_store_page","Dimension","cx_app_quality_page_load_error_web","","mean","0.001439","40,845","0.001572","39,936","0.000132","[-0.000427, +0.000692]","0.091900","[-29.6726%, +48.0527%]","0.643019","-","0.008865","0.001243","0.000001","0.001531","40,195","0.000092","[-0.000426, +0.000611]","0.064153","[-29.5887%, +42.4193%]","0.726916","-","0.008865","0.000000","0.000000"
"cx_app_quality_page_load_latency_android","Metric","N/A","","mean","0.031166","24,962","0.031305","24,373","-0.000220","[-0.001615, +0.001175]","-0.007057","[-5.1805%, +3.7692%]","0.757264","-","0.007658","-0.000053","-0.000002","0.030689","24,682","-0.000358","[-0.001732, +0.001016]","-0.011478","[-5.5565%, +3.2608%]","0.609841","-","0.007658","-0.000086","-0.000003"
"page_dimension_cx_checkout_page","Dimension","cx_app_quality_page_load_latency_android","","mean","0.009464","16,761","0.009247","16,522","-0.000247","[-0.001249, +0.000755]","-0.026111","[-13.201%, +7.9788%]","0.628911","-","0.000847","0.000000","0.000000","0.009470","16,719","-0.000017","[-0.00099, +0.000956]","-0.001827","[-10.4656%, +10.1001%]","0.972213","-","0.000847","0.000000","0.000000"
"page_dimension_cx_explore_page","Dimension","cx_app_quality_page_load_latency_android","","mean","0.073625","24,402","0.074383","23,896","0.000102","[-0.002878, +0.003083]","0.001387","[-3.9096%, +4.187%]","0.946464","-","0.001570","0.000000","0.000000","0.072944","24,117","-0.000968","[-0.003864, +0.001929]","-0.013143","[-5.2482%, +2.6196%]","0.512582","-","0.001570","-0.000048","-0.000002"
