"Metric Name","Type","Parent Metric","Experiment Group","Aggregate Func","control Value","control Exposure Volume","treatment1  Value","treatment1  Exposure Volume","treatment1  Absolute Impact","treatment1  Absolute Impact Confidence Interval","treatment1  Relative Impact","treatment1  Relative Impact Confidence Interval","treatment1  P Value","treatment1  Significance","treatment1  Coverage","treatment1  Relative Global Lift","treatment1  Absolute Global Lift","treatment2 Value","treatment2 Exposure Volume","treatment2 Absolute Impact","treatment2 Absolute Impact Confidence Interval","treatment2 Relative Impact","treatment2 Relative Impact Confidence Interval","treatment2 P Value","treatment2 Significance","treatment2 Coverage","treatment2 Relative Global Lift","treatment2 Absolute Global Lift"
"chex_ct_cancel_order","Metric","N/A","","mean","0.021454","4,576,896","0.021485","4,715,105","0.000030","[-0.000099, +0.00016]","0.001421","[-0.4617%, +0.7459%]","0.644665","-","","","","0.021462","4,576,278","0.000007","[-0.000123, +0.000138]","0.000341","[-0.5738%, +0.642%]","0.912540","-","","",""
"chex_ct_cart_page_conversion","Metric","N/A","","mean","0.816059","5,357,604","0.815739","5,520,456","-0.000276","[-0.000615, +0.000062]","-0.000339","[-0.0754%, +0.0076%]","0.109539","-","","","","0.815903","5,356,178","-0.000174","[-0.000515, +0.000167]","-0.000213","[-0.0631%, +0.0205%]","0.317720","-","","",""
"chex_ct_cart_page_conversion_deliveries","Metric","N/A","","mean","0.803070","5,357,604","0.802717","5,520,456","-0.000297","[-0.000646, +0.000053]","-0.000369","[-0.0804%, +0.0066%]","0.095961","-","","","","0.802881","5,356,178","-0.000196","[-0.000548, +0.000156]","-0.000244","[-0.0682%, +0.0194%]","0.275202","-","","",""
"chex_ct_checkout_page_failure","Metric","N/A","","mean","0.060200","5,357,604","0.060151","5,520,456","-0.000051","[-0.000268, +0.000166]","-0.000849","[-0.4448%, +0.275%]","0.643731","-","","","","0.060212","5,356,178","0.000008","[-0.00021, +0.000226]","0.000131","[-0.3495%, +0.3757%]","0.943649","-","","",""
"chex_ct_checkout_page_load","Metric","N/A","","mean","0.895775","5,357,604","0.895677","5,520,456","-0.000070","[-0.00033, +0.00019]","-0.000078","[-0.0368%, +0.0212%]","0.597117","-","","","","0.895416","5,356,178","-0.000366","[-0.000628, -0.000105]","-0.000409","[-0.0701%, -0.0117%]","0.006082","Significant","","",""
"chex_ct_conversion_after_cancel","Metric","N/A","","mean","0.931983","215,594","0.931468","222,168","-0.000580","[-0.002014, +0.000853]","-0.000623","[-0.2161%, +0.0916%]","0.427616","-","","","","0.929758","215,340","-0.002274","[-0.003726, -0.000821]","-0.002440","[-0.3998%, -0.0881%]","0.002151","Significant","","",""
"chex_ct_conversion_after_checkout_failure","Metric","N/A","","mean","0.837132","644,887","0.837844","664,138","0.000724","[-0.000475, +0.001923]","0.000865","[-0.0567%, +0.2297%]","0.236529","-","","","","0.838413","645,104","0.001235","[+0.000029, +0.002442]","0.001476","[+0.0035%, +0.2917%]","0.044734","Significant","","",""
"chex_ct_conversion_after_payment_failure","Metric","N/A","","mean","0.890095","480,886","0.890865","496,020","0.000792","[-0.000373, +0.001957]","0.000890","[-0.0419%, +0.2199%]","0.182660","-","","","","0.891298","481,595","0.001185","[+0.000013, +0.002358]","0.001332","[+0.0014%, +0.2649%]","0.047535","Significant","","",""
"chex_ct_mfa_page_close","Metric","N/A","","mean","0.144041","101,728","0.143563","104,514","-0.000736","[-0.003754, +0.002282]","-0.005111","[-2.6063%, +1.584%]","0.632545","-","","","","0.143140","101,640","-0.001112","[-0.004143, +0.001919]","-0.007718","[-2.8761%, +1.3324%]","0.472189","-","","",""
"chex_ct_mfa_page_load","Metric","N/A","","mean","0.009032","4,576,896","0.009000","4,715,105","-0.000032","[-0.000111, +0.000047]","-0.003530","[-1.2264%, +0.5204%]","0.428279","-","","","","0.009040","4,576,278","0.000010","[-0.000069, +0.00009]","0.001146","[-0.766%, +0.9952%]","0.798724","-","","",""
"chex_ct_mfa_page_success","Metric","N/A","","mean","0.895994","101,728","0.895184","104,514","-0.000664","[-0.003332, +0.002004]","-0.000741","[-0.3719%, +0.2237%]","0.625674","-","","","","0.896427","101,640","0.000658","[-0.002017, +0.003333]","0.000735","[-0.2251%, +0.372%]","0.629533","-","","",""
"chex_ct_payment_error","Metric","N/A","","mean","0.055579","4,576,896","0.055639","4,715,105","0.000059","[-0.000176, +0.000295]","0.001068","[-0.3166%, +0.5302%]","0.621095","-","","","","0.055655","4,576,278","0.000074","[-0.000163, +0.000311]","0.001328","[-0.2937%, +0.5592%]","0.541767","-","","",""
"chex_ct_place_order","Metric","N/A","","mean","0.906299","4,979,578","0.906032","5,131,201","-0.000253","[-0.000523, +0.000016]","-0.000279","[-0.0577%, +0.0018%]","0.065572","-","","","","0.906540","4,976,991","0.000251","[-0.00002, +0.000523]","0.000277","[-0.0022%, +0.0577%]","0.069513","-","","",""
"chex_ct_store_page_load","Metric","N/A","","mean","0.615374","5,357,604","0.615082","5,520,456","-0.000256","[-0.00067, +0.000157]","-0.000417","[-0.1089%, +0.0256%]","0.224595","-","","","","0.615003","5,356,178","-0.000362","[-0.000779, +0.000055]","-0.000588","[-0.1266%, +0.0089%]","0.088879","-","","",""
"chex_ct_too_far_away","Metric","N/A","","mean","0.082096","5,357,604","0.081986","5,520,456","-0.000115","[-0.000367, +0.000137]","-0.001403","[-0.4471%, +0.1665%]","0.370187","-","","","","0.081940","5,356,178","-0.000162","[-0.000416, +0.000092]","-0.001975","[-0.5066%, +0.1116%]","0.210474","-","","",""
"cng_avg_gov","Metric","N/A","","mean","39.675010","1,032,824","39.722174","1,063,645","0.046781","[-0.05667, +0.150233]","0.001179","[-0.1428%, +0.3787%]","0.375453","-","0.406777","0.000464","0.019047","39.681836","1,033,021","0.006385","[-0.095795, +0.108565]","0.000161","[-0.2415%, +0.2736%]","0.902528","-","0.406777","0.000063","0.002598"
"cng_business_line_1P Convenience","Dimension","cng_avg_gov","","mean","34.003020","120,529","34.005910","123,734","-0.000757","[-0.180123, +0.178609]","-0.000022","[-0.5297%, +0.5253%]","0.993397","-","0.035795","-0.000001","-0.000027","33.966607","119,643","-0.041504","[-0.223804, +0.140796]","-0.001221","[-0.6582%, +0.4141%]","0.655435","-","0.035795","-0.000036","-0.001490"
"cng_business_line_3P Convenience","Dimension","cng_avg_gov","","mean","26.368757","528,977","26.433647","545,470","0.066573","[+0.003573, +0.129573]","0.002525","[+0.0136%, +0.4914%]","0.038347","Significant","0.173979","0.000282","0.011571","26.401691","529,868","0.034801","[-0.028183, +0.097785]","0.001320","[-0.1069%, +0.3708%]","0.278826","-","0.173979","0.000147","0.006050"
"cng_business_line_Alcohol","Dimension","cng_avg_gov","","mean","46.416893","97,449","46.693905","101,107","0.277030","[-0.168692, +0.722751]","0.005968","[-0.3634%, +1.5571%]","0.223157","-","0.032947","0.000223","0.009164","46.722783","97,262","0.305923","[-0.142253, +0.754099]","0.006591","[-0.3065%, +1.6246%]","0.180941","-","0.032947","0.000246","0.010112"
"cng_business_line_Grocery","Dimension","cng_avg_gov","","mean","54.231738","428,377","54.094377","441,843","-0.142981","[-0.333295, +0.047334]","-0.002636","[-0.6146%, +0.0873%]","0.140888","-","0.138505","-0.000482","-0.019811","54.068512","429,836","-0.186463","[-0.373428, +0.000503]","-0.003438","[-0.6886%, +0.0009%]","0.050619","-","0.138505","-0.000628","-0.025813"
"cng_business_line_Pets","Dimension","cng_avg_gov","","mean","53.139321","28,114","53.470151","28,845","0.224410","[-0.432164, +0.880983]","0.004223","[-0.8133%, +1.6579%]","0.502925","-","0.006863","0.000037","0.001539","53.001097","28,151","-0.240493","[-0.89768, +0.416694]","-0.004526","[-1.6893%, +0.7842%]","0.473229","-","0.006863","-0.000040","-0.001657"
"cng_business_line_RetailVert","Dimension","cng_avg_gov","","mean","59.184823","99,038","59.917489","101,575","0.641055","[-0.066859, +1.348969]","0.010831","[-0.113%, +2.2792%]","0.075922","-","0.025452","0.000398","0.016364","59.636937","98,949","0.363450","[-0.33548, +1.062381]","0.006141","[-0.5668%, +1.795%]","0.308108","-","0.025452","0.000225","0.009261"
"consumer_country_Australia","Dimension","cng_avg_gov","","mean","32.835777","13,383","33.079049","13,854","0.246196","[-0.377999, +0.870391]","0.007498","[-1.1512%, +2.6507%]","0.439491","-","0.005572","0.000034","0.001376","33.125897","13,653","0.326132","[-0.285359, +0.937623]","0.009932","[-0.869%, +2.8555%]","0.295873","-","0.005572","0.000044","0.001820"
"consumer_country_Canada","Dimension","cng_avg_gov","","mean","38.215581","18,937","37.993744","19,558","-0.211689","[-0.857089, +0.433712]","-0.005539","[-2.2428%, +1.1349%]","0.520315","-","0.007302","-0.000037","-0.001533","37.887815","18,904","-0.310039","[-0.963247, +0.343169]","-0.008113","[-2.5206%, +0.898%]","0.352227","-","0.007302","-0.000055","-0.002252"
"consumer_country_NULL","Dimension","cng_avg_gov","","mean","30.703338","784","34.924473","790","4.221135","[-0.615335, +9.057606]","0.137481","[-2.0041%, +29.5004%]","0.087155","-","0.000274","0.000026","0.001081","32.421789","769","1.718451","[-2.588665, +6.025566]","0.055970","[-8.4312%, +19.6251%]","0.434223","-","0.000274","0.000011","0.000468"
"consumer_country_US","Dimension","cng_avg_gov","","mean","39.800688","999,269","39.848630","1,029,006","0.047734","[-0.057996, +0.153464]","0.001199","[-0.1457%, +0.3856%]","0.376227","-","0.393423","0.000458","0.018799","39.812103","999,238","0.011051","[-0.093337, +0.115439]","0.000278","[-0.2345%, +0.29%]","0.835628","-","0.393423","0.000106","0.004350"
"consumer_country_Unknown","Dimension","cng_avg_gov","","mean","46.654633","451","44.397637","437","-2.343601","[-9.647375, +4.960172]","-0.050233","[-20.6783%, +10.6317%]","0.529412","-","0.000208","-0.000012","-0.000500","42.873361","457","-3.808084","[-12.06206, +4.445893]","-0.081623","[-25.8539%, +9.5294%]","0.365860","-","0.000208","-0.000020","-0.000810"
"is_new_nv_user_0","Dimension","cng_avg_gov","","mean","39.918499","939,188","39.962793","967,290","0.046069","[-0.060565, +0.152703]","0.001154","[-0.1517%, +0.3825%]","0.397129","-","0.381847","0.000429","0.017607","39.928777","939,609","0.011926","[-0.093302, +0.117153]","0.000299","[-0.2337%, +0.2935%]","0.824214","-","0.381847","0.000111","0.004556"
"is_new_nv_user_1","Dimension","cng_avg_gov","","mean","35.969015","93,071","36.016809","95,805","0.048676","[-0.369934, +0.467287]","0.001353","[-1.0285%, +1.2991%]","0.819719","-","0.024746","0.000029","0.001208","35.890564","92,883","-0.080057","[-0.499622, +0.339509]","-0.002226","[-1.389%, +0.9439%]","0.708421","-","0.024746","-0.000048","-0.001982"
"is_new_nv_user_NULL","Dimension","cng_avg_gov","","mean","33.926416","565","39.640217","550","5.713801","[-0.268426, +11.696027]","0.168417","[-0.7912%, +34.4747%]","0.061204","-","0.000196","0.000025","0.001031","36.245638","529","2.319221","[-2.887375, +7.525818]","0.068360","[-8.5107%, +22.1828%]","0.382639","-","0.000196","0.000011","0.000454"
"consumer_is_dashpass_0","Dimension","cng_avg_gov","","mean","37.371492","434,666","37.433203","447,373","0.063629","[-0.104068, +0.231325]","0.001703","[-0.2785%, +0.619%]","0.457081","-","0.144517","0.000224","0.009198","37.379364","434,604","0.015708","[-0.150422, +0.181837]","0.000420","[-0.4025%, +0.4866%]","0.852983","-","0.144517","0.000055","0.002270"
"consumer_is_dashpass_1","Dimension","cng_avg_gov","","mean","40.950177","597,548","40.980999","615,674","0.028794","[-0.101789, +0.159378]","0.000703","[-0.2486%, +0.3892%]","0.665611","-","0.262065","0.000184","0.007558","40.951582","597,845","0.005294","[-0.123567, +0.134155]","0.000129","[-0.3018%, +0.3276%]","0.935825","-","0.262065","0.000034","0.001389"
"cng_avg_variable_profit","Metric","N/A","","mean","0.217558","1,047,357","0.212565","1,078,681","-0.004692","[-0.029446, +0.020061]","-0.021569","[-13.5346%, +9.2208%]","0.710227","-","0.406799","-0.007538","-0.001911","0.217667","1,047,783","0.000113","[-0.025264, +0.02549]","0.000520","[-11.6126%, +11.7166%]","0.993029","-","0.406799","0.000182","0.000046"
"cng_business_line_1P Convenience","Dimension","cng_avg_variable_profit","","mean","0.040483","121,786","0.023142","125,041","-0.006891","[-0.165857, +0.152076]","-0.170212","[-409.6954%, +375.653%]","0.932295","-","0.035796","-0.000968","-0.000247","0.025768","120,895","0.024960","[-0.136627, +0.186547]","0.616562","[-337.4915%, +460.8039%]","0.762077","-","0.035796","0.003509","0.000896"
"cng_business_line_3P Convenience","Dimension","cng_avg_variable_profit","","mean","0.528821","538,643","0.532137","555,414","0.001355","[-0.018736, +0.021447]","0.002563","[-3.543%, +4.0556%]","0.894820","-","0.173992","0.000923","0.000236","0.536958","539,742","0.006581","[-0.013716, +0.026878]","0.012445","[-2.5937%, +5.0827%]","0.525098","-","0.173992","0.004480","0.001144"
"cng_business_line_Alcohol","Dimension","cng_avg_variable_profit","","mean","1.951415","99,599","1.905192","103,382","-0.045300","[-0.124374, +0.033774]","-0.023214","[-6.3735%, +1.7308%]","0.261513","-","0.032957","-0.005870","-0.001498","1.965692","99,467","0.012036","[-0.06809, +0.092162]","0.006168","[-3.4893%, +4.7229%]","0.768440","-","0.032957","0.001558","0.000398"
"cng_business_line_Grocery","Dimension","cng_avg_variable_profit","","mean","-0.563055","436,365","-0.589186","450,154","-0.024649","[-0.065007, +0.01571]","-0.043777","[+11.5455%, -2.7901%]","0.231290","-","0.138502","-0.013376","-0.003415","-0.596494","437,786","-0.031203","[-0.071366, +0.008961]","-0.055417","[+12.6749%, -1.5915%]","0.127838","-","0.138502","-0.016922","-0.004320"
"cng_business_line_Pets","Dimension","cng_avg_variable_profit","","mean","1.506061","28,459","1.553972","29,191","0.050499","[-0.102973, +0.203971]","0.033530","[-6.8372%, +13.5433%]","0.518983","-","0.006860","0.001357","0.000346","1.559355","28,473","0.059808","[-0.093293, +0.21291]","0.039712","[-6.1945%, +14.1369%]","0.443886","-","0.006860","0.001615","0.000412"
"cng_dsd_20min_late","Metric","N/A","","mean","0.039781","730,945","0.039978","753,035","0.000195","[-0.000316, +0.000706]","0.004900","[-0.7947%, +1.7747%]","0.454709","-","0.408094","0.001954","0.000080","0.039808","731,865","0.000024","[-0.000491, +0.000538]","0.000595","[-1.2334%, +1.3525%]","0.928085","-","0.408094","0.000237","0.000010"
"cng_dsd_bad_sub_rating","Metric","N/A","","mean","0.001109","730,942","0.001202","753,030","0.000093","[+0.000006, +0.00018]","0.084098","[+0.5644%, +16.2551%]","0.035643","Significant","0.408106","0.012881","0.000038","0.001172","731,863","0.000063","[-0.000024, +0.00015]","0.056881","[-2.1703%, +13.5465%]","0.155995","-","0.408106","0.008702","0.000026"
"cng_dsd_cancellation_rate","Metric","N/A","","mean","0.033442","748,339","0.033142","770,947","-0.000298","[-0.000771, +0.000176]","-0.008904","[-2.3062%, +0.5254%]","0.217702","-","0.405484","-0.003668","-0.000121","0.033494","749,382","0.000057","[-0.000421, +0.000534]","0.001696","[-1.2589%, +1.5981%]","0.815997","-","0.405484","0.000698","0.000023"
"cng_dsd_mi","Metric","N/A","","mean","0.017529","730,945","0.017676","753,035","0.000145","[-0.00021, +0.0005]","0.008273","[-1.1997%, +2.8542%]","0.423745","-","0.408094","0.003360","0.000059","0.017642","731,865","0.000108","[-0.000251, +0.000467]","0.006182","[-1.4297%, +2.6662%]","0.554084","-","0.408094","0.002508","0.000044"
"cng_dsd_mto","Metric","N/A","","mean","0.035273","730,942","0.035125","753,030","-0.000148","[-0.000763, +0.000467]","-0.004200","[-2.1626%, +1.3227%]","0.636672","-","0.408106","-0.001605","-0.000061","0.034887","731,863","-0.000388","[-0.000999, +0.000223]","-0.010991","[-2.8308%, +0.6326%]","0.213495","-","0.408106","-0.004196","-0.000158"
"cng_dsd_post_sub_inf","Metric","N/A","","mean","0.028189","730,942","0.028081","753,030","-0.000107","[-0.000344, +0.00013]","-0.003794","[-1.2213%, +0.4626%]","0.377142","-","0.390530","-0.001422","-0.000042","0.028161","731,863","-0.000029","[-0.000268, +0.00021]","-0.001029","[-0.9523%, +0.7466%]","0.812402","-","0.390530","-0.000385","-0.000011"
"cng_dsd_pre_sub_inf","Metric","N/A","","mean","0.121340","730,942","0.121103","753,030","-0.000236","[-0.000696, +0.000223]","-0.001948","[-0.5732%, +0.1836%]","0.313000","-","0.390530","-0.000764","-0.000092","0.120734","731,863","-0.000608","[-0.00107, -0.000147]","-0.005014","[-0.8819%, -0.121%]","0.009792","Significant","0.390530","-0.001967","-0.000237"
"cng_dsd_single_item_cancellation_rate","Metric","N/A","","mean","0.059252","247,932","0.060011","255,733","0.000754","[-0.000487, +0.001995]","0.012730","[-0.8211%, +3.3672%]","0.233480","-","0.426994","0.005331","0.000322","0.060305","249,116","0.001057","[-0.00019, +0.002304]","0.017836","[-0.3208%, +3.888%]","0.096678","-","0.426994","0.007467","0.000451"
"cng_dsd_subs_rate","Metric","N/A","","mean","0.767689","730,942","0.768124","753,030","0.000416","[-0.001259, +0.002091]","0.000542","[-0.164%, +0.2724%]","0.626519","-","0.392711","0.000215","0.000163","0.766752","731,863","-0.000934","[-0.002624, +0.000756]","-0.001217","[-0.3419%, +0.0985%]","0.278866","-","0.392711","-0.000483","-0.000365"
"cng_gov_per_cx_nc","Metric","N/A","","mean","13.544922","5,508,685","13.573992","5,676,380","0.026764","[-0.023808, +0.077335]","0.001976","[-0.1758%, +0.571%]","0.299610","-","0.392805","0.000776","0.063616","13.564753","5,507,000","0.000101","[-0.050321, +0.050523]","0.000007","[-0.3715%, +0.373%]","0.996863","-","0.392805","0.000003","0.000240"
"consumer_country_Australia","Dimension","cng_gov_per_cx_nc","","mean","17.405446","48,195","17.677020","49,655","0.266036","[-0.318108, +0.850181]","0.015285","[-1.8276%, +4.8846%]","0.372058","-","0.004419","0.000068","0.005536","17.910952","48,288","0.551868","[-0.033038, +1.136774]","0.031707","[-0.1898%, +6.5311%]","0.064421","-","0.004419","0.000140","0.011484"
"consumer_country_Canada","Dimension","cng_gov_per_cx_nc","","mean","15.423713","83,613","15.139166","86,763","-0.304478","[-0.738948, +0.129993]","-0.019741","[-4.791%, +0.8428%]","0.169583","-","0.006801","-0.000134","-0.011003","15.225262","83,409","-0.218643","[-0.656793, +0.219506]","-0.014176","[-4.2583%, +1.4232%]","0.328049","-","0.006801","-0.000096","-0.007901"
"consumer_country_NULL","Dimension","cng_gov_per_cx_nc","","mean","1.981509","19,880","2.067650","20,438","0.086141","[-0.315913, +0.488196]","0.043472","[-15.9431%, +24.6376%]","0.674539","-","0.000208","0.000009","0.000739","2.031538","19,965","0.050029","[-0.339951, +0.44001]","0.025248","[-17.1562%, +22.2058%]","0.801476","-","0.000208","0.000005","0.000429"
"consumer_country_US","Dimension","cng_gov_per_cx_nc","","mean","13.520615","5,354,872","13.552601","5,517,354","0.028294","[-0.030714, +0.087301]","0.002093","[-0.2272%, +0.6457%]","0.347328","-","0.381137","0.000798","0.065372","13.540119","5,353,151","0.021267","[-0.037611, +0.080144]","0.001573","[-0.2782%, +0.5928%]","0.478977","-","0.381137","0.000600","0.049137"
"consumer_country_Unknown","Dimension","cng_gov_per_cx_nc","","mean","21.494067","2,125","19.866408","2,170","-0.294142","[-4.906775, +4.318492]","-0.013685","[-22.8285%, +20.0916%]","0.900536","-","0.000242","-0.000003","-0.000272","19.858578","2,187","-0.485647","[-5.309084, +4.337791]","-0.022594","[-24.7002%, +20.1813%]","0.843563","-","0.000242","-0.000005","-0.000448"
"cng_business_line_RetailVert","Dimension","cng_gov_per_cx_nc","","mean","1.266836","5,508,685","1.280363","5,676,380","0.008675","[-0.010938, +0.028288]","0.006848","[-0.8634%, +2.2329%]","0.386008","-","0.036729","0.000252","0.020619","1.277167","5,507,000","0.004768","[-0.014739, +0.024274]","0.003763","[-1.1634%, +1.9161%]","0.631911","-","0.036729","0.000138","0.011332"
"cng_business_line_1P Convenience","Dimension","cng_gov_per_cx_nc","","mean","1.025440","5,508,685","1.023924","5,676,380","-0.002537","[-0.012027, +0.006953]","-0.002474","[-1.1729%, +0.678%]","0.600274","-","0.029734","-0.000074","-0.006031","1.019955","5,507,000","-0.005768","[-0.015365, +0.003828]","-0.005625","[-1.4984%, +0.3733%]","0.238748","-","0.029734","-0.000167","-0.013711"
"cng_business_line_3P Convenience","Dimension","cng_gov_per_cx_nc","","mean","3.847786","5,508,685","3.855271","5,676,380","0.011789","[-0.005019, +0.028598]","0.003064","[-0.1304%, +0.7432%]","0.169210","-","0.111573","0.000342","0.028023","3.856309","5,507,000","0.009191","[-0.007681, +0.026064]","0.002389","[-0.1996%, +0.6774%]","0.285640","-","0.111573","0.000267","0.021847"
"cng_business_line_Alcohol","Dimension","cng_gov_per_cx_nc","","mean","1.281475","5,508,685","1.303486","5,676,380","0.016241","[+0.001309, +0.031173]","0.012674","[+0.1022%, +2.4326%]","0.033023","Significant","0.037159","0.000471","0.038604","1.292170","5,507,000","0.007519","[-0.007503, +0.022542]","0.005868","[-0.5855%, +1.759%]","0.326555","-","0.037159","0.000218","0.017873"
"cng_business_line_Grocery","Dimension","cng_gov_per_cx_nc","","mean","6.295907","5,508,685","6.288909","5,676,380","-0.009839","[-0.042382, +0.022705]","-0.001563","[-0.6732%, +0.3606%]","0.553487","-","0.182561","-0.000285","-0.023385","6.296443","5,507,000","-0.020376","[-0.052751, +0.011999]","-0.003236","[-0.8379%, +0.1906%]","0.217364","-","0.182561","-0.000591","-0.048433"
"cng_business_line_Pets","Dimension","cng_gov_per_cx_nc","","mean","0.306435","5,508,685","0.306893","5,676,380","-0.001879","[-0.007966, +0.004208]","-0.006131","[-2.5995%, +1.3733%]","0.545224","-","0.008886","-0.000054","-0.004466","0.307312","5,507,000","-0.001617","[-0.007708, +0.004474]","-0.005277","[-2.5155%, +1.4601%]","0.602842","-","0.008886","-0.000047","-0.003844"
"is_new_nv_user_0","Dimension","cng_gov_per_cx_nc","","mean","19.274628","3,655,780","19.317121","3,766,604","0.044284","[-0.031739, +0.120307]","0.002298","[-0.1647%, +0.6242%]","0.253585","-","0.370941","0.000852","0.069852","19.308064","3,654,769","0.026076","[-0.049752, +0.101903]","0.001353","[-0.2581%, +0.5287%]","0.500317","-","0.370941","0.000502","0.041131"
"is_new_nv_user_1","Dimension","cng_gov_per_cx_nc","","mean","2.244170","1,835,355","2.250834","1,891,590","0.006726","[-0.028712, +0.042164]","0.002997","[-1.2794%, +1.8788%]","0.709914","-","0.021684","0.000065","0.005326","2.236315","1,834,527","-0.007938","[-0.043529, +0.027653]","-0.003537","[-1.9397%, +1.2322%]","0.661997","-","0.021684","-0.000077","-0.006287"
"is_new_nv_user_NULL","Dimension","cng_gov_per_cx_nc","","mean","1.826807","17,550","1.844035","18,186","0.017229","[-0.394629, +0.429086]","0.009431","[-21.6021%, +23.4883%]","0.934656","-","0.000170","0.000002","0.000131","1.807778","17,704","-0.019029","[-0.422075, +0.384017]","-0.010417","[-23.1045%, +21.0212%]","0.926272","-","0.000170","-0.000002","-0.000145"
"consumer_is_dashpass_0","Dimension","cng_gov_per_cx_nc","","mean","8.008693","3,118,761","8.019473","3,211,976","0.012063","[-0.042419, +0.066546]","0.001506","[-0.5297%, +0.8309%]","0.664319","-","0.131474","0.000198","0.016231","8.010078","3,118,328","0.006353","[-0.048174, +0.060879]","0.000793","[-0.6015%, +0.7602%]","0.819376","-","0.131474","0.000104","0.008548"
"consumer_is_dashpass_1","Dimension","cng_gov_per_cx_nc","","mean","20.911650","2,371,989","20.955797","2,445,852","0.036341","[-0.076584, +0.149266]","0.001738","[-0.3662%, +0.7138%]","0.528201","-","0.261164","0.000454","0.037200","20.959776","2,370,600","0.048525","[-0.064112, +0.161162]","0.002320","[-0.3066%, +0.7707%]","0.398462","-","0.261164","0.000606","0.049672"
"cng_new_cx_trials_per_cx_nc","Metric","N/A","","mean","0.016945","5,508,685","0.016926","5,676,380","-0.000015","[-0.000167, +0.000136]","-0.000911","[-0.9827%, +0.8006%]","0.841367","-","0.330869","-0.000301","-0.000036","0.016927","5,507,000","-0.000015","[-0.000168, +0.000137]","-0.000912","[-0.9896%, +0.8072%]","0.842245","-","0.330869","-0.000302","-0.000036"
"consumer_country_Australia","Dimension","cng_new_cx_trials_per_cx_nc","","mean","0.003963","48,195","0.003826","49,655","-0.000124","[-0.000904, +0.000656]","-0.031283","[-22.817%, +16.5605%]","0.755489","-","0.000677","-0.000021","-0.000003","0.003562","48,288","-0.000364","[-0.001136, +0.000408]","-0.091913","[-28.6762%, +10.2935%]","0.355202","-","0.000677","-0.000062","-0.000008"
"consumer_country_Canada","Dimension","cng_new_cx_trials_per_cx_nc","","mean","0.004078","83,613","0.004426","86,763","0.000354","[-0.000263, +0.000972]","0.086917","[-6.4507%, +23.8341%]","0.260582","-","0.001211","0.000105","0.000013","0.004844","83,409","0.000774","[+0.000135, +0.001413]","0.189785","[+3.3118%, +34.6451%]","0.017583","Significant","0.001211","0.000230","0.000028"
"consumer_country_NULL","Dimension","cng_new_cx_trials_per_cx_nc","","mean","0.031087","19,880","0.029455","20,438","-0.001632","[-0.004978, +0.001714]","-0.052498","[-16.0123%, +5.5128%]","0.339053","-","0.002192","-0.000115","-0.000014","0.028700","19,965","-0.002387","[-0.005731, +0.000957]","-0.076785","[-18.4364%, +3.0795%]","0.161838","-","0.002192","-0.000168","-0.000020"
"consumer_country_US","Dimension","cng_new_cx_trials_per_cx_nc","","mean","0.017197","5,354,872","0.017184","5,517,354","-0.000010","[-0.000165, +0.000144]","-0.000597","[-0.9574%, +0.838%]","0.896356","-","0.326403","-0.000195","-0.000024","0.017181","5,353,151","-0.000015","[-0.000171, +0.00014]","-0.000881","[-0.9925%, +0.8163%]","0.848524","-","0.326403","-0.000288","-0.000035"
"consumer_country_Unknown","Dimension","cng_new_cx_trials_per_cx_nc","","mean","0.050824","2,125","0.042396","2,170","-0.008282","[-0.020862, +0.004298]","-0.162955","[-41.0472%, +8.4562%]","0.196926","-","0.000385","-0.000063","-0.000008","0.043896","2,187","-0.006276","[-0.018926, +0.006374]","-0.123489","[-37.2384%, +12.5407%]","0.330837","-","0.000385","-0.000048","-0.000006"
"cng_business_line_1P Convenience","Dimension","cng_new_cx_trials_per_cx_nc","","mean","0.001401","5,508,685","0.001420","5,676,380","0.000027","[-0.000015, +0.000069]","0.019290","[-1.0791%, +4.9371%]","0.208796","-","0.027363","0.000528","0.000064","0.001377","5,507,000","-0.000012","[-0.000054, +0.00003]","-0.008595","[-3.8687%, +2.1497%]","0.575622","-","0.027363","-0.000235","-0.000028"
"cng_business_line_3P Convenience","Dimension","cng_new_cx_trials_per_cx_nc","","mean","0.008299","5,508,685","0.008260","5,676,380","-0.000051","[-0.000151, +0.000049]","-0.006156","[-1.8243%, +0.5931%]","0.318168","-","0.162090","-0.000998","-0.000121","0.008266","5,507,000","-0.000070","[-0.000171, +0.000031]","-0.008453","[-2.0635%, +0.3728%]","0.173796","-","0.162090","-0.001370","-0.000166"
"cng_business_line_Alcohol","Dimension","cng_new_cx_trials_per_cx_nc","","mean","0.001145","5,508,685","0.001142","5,676,380","-0.000013","[-0.000051, +0.000025]","-0.011710","[-4.4812%, +2.1391%]","0.488076","-","0.022367","-0.000262","-0.000032","0.001134","5,507,000","-0.000011","[-0.00005, +0.000027]","-0.009981","[-4.3272%, +2.3311%]","0.556804","-","0.022367","-0.000223","-0.000027"
"cng_business_line_Grocery","Dimension","cng_new_cx_trials_per_cx_nc","","mean","0.005112","5,508,685","0.005169","5,676,380","0.000055","[-0.000025, +0.000136]","0.010843","[-0.4823%, +2.6509%]","0.174908","-","0.099832","0.001082","0.000131","0.005162","5,507,000","0.000043","[-0.000038, +0.000124]","0.008442","[-0.7339%, +2.4223%]","0.294430","-","0.099832","0.000843","0.000102"
