"Metric Name","Type","Parent Metric","Experiment Group","Aggregate Func","control Value","control Exposure Volume","treatment1  Value","treatment1  Exposure Volume","treatment1  Absolute Impact","treatment1  Absolute Impact Confidence Interval","treatment1  Relative Impact","treatment1  Relative Impact Confidence Interval","treatment1  P Value","treatment1  Significance","treatment1  Coverage","treatment1  Relative Global Lift","treatment1  Absolute Global Lift","treatment2 Value","treatment2 Exposure Volume","treatment2 Absolute Impact","treatment2 Absolute Impact Confidence Interval","treatment2 Relative Impact","treatment2 Relative Impact Confidence Interval","treatment2 P Value","treatment2 Significance","treatment2 Coverage","treatment2 Relative Global Lift","treatment2 Absolute Global Lift"
"cng_business_line_with_pickup_model_Other CnG_DASHER_PICK","Dimension","nv_dsd_original_item_received","","mean","0.866943","80,885","0.866300","82,974","-0.000640","[-0.003395, +0.002116]","-0.000738","[-0.3916%, +0.244%]","0.649083","-","0.013236","-0.000010","-0.000009","0.867562","80,894","0.000614","[-0.002168, +0.003396]","0.000708","[-0.2501%, +0.3917%]","0.665380","-","0.013236","0.000009","0.000008"
"cng_business_line_3P Convenience","Dimension","nv_dsd_original_item_received","","mean","0.808945","331,436","0.810193","341,646","0.001265","[-0.000039, +0.002569]","0.001564","[-0.0048%, +0.3176%]","0.057277","-","0.094314","0.000140","0.000120","0.810313","331,851","0.001396","[+0.000074, +0.002719]","0.001726","[+0.0091%, +0.3361%]","0.038524","Significant","0.094314","0.000154","0.000132"
"cng_business_line_Active & Office","Dimension","nv_dsd_original_item_received","","mean","0.849572","14,918","0.850841","15,366","0.001378","[-0.006286, +0.009042]","0.001622","[-0.7399%, +1.0643%]","0.724528","-","0.001458","0.000002","0.000002","0.849978","15,007","0.000357","[-0.007314, +0.008028]","0.000420","[-0.861%, +0.945%]","0.927328","-","0.001458","0.000000","0.000000"
"cng_business_line_Alcohol","Dimension","nv_dsd_original_item_received","","mean","0.908966","23,697","0.908672","24,670","-0.000409","[-0.004589, +0.003771]","-0.000450","[-0.5048%, +0.4149%]","0.847969","-","0.003965","-0.000002","-0.000002","0.906857","23,750","-0.002134","[-0.006412, +0.002144]","-0.002347","[-0.7054%, +0.2359%]","0.328305","-","0.003965","-0.000010","-0.000009"
"cng_business_line_Grocery","Dimension","nv_dsd_original_item_received","","mean","0.869138","439,141","0.869933","453,125","0.000789","[-0.000082, +0.00166]","0.000908","[-0.0095%, +0.191%]","0.075978","-","0.282494","0.000259","0.000222","0.869418","440,594","0.000255","[-0.000636, +0.001147]","0.000294","[-0.0731%, +0.1319%]","0.574204","-","0.282494","0.000084","0.000072"
"cng_business_line_Home & Wellness","Dimension","nv_dsd_original_item_received","","mean","0.854020","41,328","0.852911","42,485","-0.001114","[-0.005106, +0.002878]","-0.001304","[-0.5979%, +0.337%]","0.584449","-","0.007590","-0.000010","-0.000009","0.853827","41,184","-0.000185","[-0.004213, +0.003844]","-0.000216","[-0.4934%, +0.4501%]","0.928358","-","0.007590","-0.000002","-0.000001"
"cng_business_line_Pets","Dimension","nv_dsd_original_item_received","","mean","0.895142","28,719","0.894029","29,428","-0.001087","[-0.005047, +0.002872]","-0.001215","[-0.5638%, +0.3208%]","0.590390","-","0.004193","-0.000005","-0.000005","0.896644","28,722","0.001513","[-0.00242, +0.005446]","0.001690","[-0.2704%, +0.6084%]","0.450934","-","0.004193","0.000007","0.000006"
"nv_dx_cost_all","Metric","N/A","","mean","6.020234","1,066,685","6.031214","1,098,401","0.010873","[+0.001532, +0.020214]","0.001806","[+0.0255%, +0.3358%]","0.022518","Significant","0.402779","0.000718","0.004384","6.023043","1,067,008","0.002668","[-0.006705, +0.01204]","0.000443","[-0.1114%, +0.2%]","0.576977","-","0.402779","0.000176","0.001075"
"nv_dx_unprofessional","Metric","N/A","","mean","0.000498","1,066,685","0.000496","1,098,400","-0.000002","[-0.000046, +0.000043]","-0.003503","[-9.248%, +8.5473%]","0.938489","-","0.397144","0.000000","0.000000","0.000504","1,067,006","0.000007","[-0.000038, +0.000051]","0.013364","[-7.6225%, +10.2954%]","0.769998","-","0.397144","0.005484","0.000003"
"nv_fco_all","Metric","N/A","","mean","7.906924","1,066,685","7.925512","1,098,401","0.018401","[-0.000383, +0.037186]","0.002327","[-0.0048%, +0.4703%]","0.054857","-","0.402779","0.000923","0.007419","7.912099","1,067,008","0.004912","[-0.014429, +0.024252]","0.000621","[-0.1825%, +0.3067%]","0.618678","-","0.402779","0.000246","0.001979"
"nv_gov_retained_14d","Metric","N/A","","mean","14.645191","2,910,713","14.679271","3,000,474","0.039937","[-0.036341, +0.116215]","0.002727","[-0.2481%, +0.7935%]","0.304808","-","0.232097","0.000633","0.007446","14.684541","2,911,655","0.037453","[-0.039069, +0.113975]","0.002557","[-0.2668%, +0.7782%]","0.337412","-","0.232097","0.000594","0.006983"
"is_new_nv_user_0","Dimension","nv_gov_retained_14d","","mean","20.483256","2,061,351","20.535424","2,123,341","0.060061","[-0.048827, +0.168949]","0.002932","[-0.2384%, +0.8248%]","0.279656","-","0.229787","0.000674","0.007927","20.544535","2,060,709","0.084881","[-0.024483, +0.194245]","0.004144","[-0.1195%, +0.9483%]","0.128210","-","0.229787","0.000952","0.011203"
"is_new_nv_user_1","Dimension","nv_gov_retained_14d","","mean","0.472860","842,255","0.499585","869,825","0.026658","[-0.010471, +0.063787]","0.056377","[-2.2143%, +13.4896%]","0.159357","-","0.002171","0.000122","0.001440","0.489231","843,786","0.016065","[-0.019419, +0.05155]","0.033975","[-4.1067%, +10.9017%]","0.374883","-","0.002171","0.000074","0.000868"
"is_new_nv_user_NULL","Dimension","nv_gov_retained_14d","","mean","0.914414","7,107","0.890993","7,308","-0.023421","[-0.52196, +0.475119]","-0.025613","[-57.0814%, +51.9589%]","0.926638","-","0.000035","-0.000001","-0.000011","1.006061","7,160","0.091647","[-0.449446, +0.632741]","0.100225","[-49.1513%, +69.1964%]","0.739913","-","0.000035","0.000004","0.000042"
"nv_hqfr","Metric","N/A","","mean","0.788415","743,656","0.788811","766,150","0.000393","[-0.000697, +0.001483]","0.000498","[-0.0884%, +0.1881%]","0.479955","-","0.408446","0.000206","0.000161","0.788633","744,748","0.000229","[-0.000869, +0.001326]","0.000290","[-0.1102%, +0.1682%]","0.683097","-","0.408446","0.000120","0.000093"
"nv_item_sales_retail_w_alc","Metric","N/A","","mean","4.043321","5,508,685","4.070697","5,676,380","0.026045","[-0.000965, +0.053055]","0.006442","[-0.0239%, +1.3122%]","0.058763","-","0.416315","0.002682","0.063319","4.054212","5,507,000","0.004148","[-0.02223, +0.030525]","0.001026","[-0.5498%, +0.755%]","0.757931","-","0.416315","0.000427","0.010084"
"cng_business_line_1P Convenience","Dimension","nv_item_sales_retail_w_alc","","mean","0.134323","5,508,685","0.133849","5,676,380","-0.000477","[-0.003191, +0.002238]","-0.003550","[-2.3758%, +1.6659%]","0.730653","-","0.013833","-0.000049","-0.001159","0.133987","5,507,000","-0.000407","[-0.003161, +0.002346]","-0.003033","[-2.3533%, +1.7466%]","0.771803","-","0.013833","-0.000042","-0.000991"
"cng_business_line_3P Convenience","Dimension","nv_item_sales_retail_w_alc","","mean","1.156035","5,508,685","1.159462","5,676,380","0.006028","[-0.002471, +0.014528]","0.005215","[-0.2138%, +1.2567%]","0.164500","-","0.119055","0.000621","0.014656","1.155428","5,507,000","0.001725","[-0.006791, +0.01024]","0.001492","[-0.5874%, +0.8858%]","0.691400","-","0.119055","0.000178","0.004193"
"cng_business_line_Active & Office","Dimension","nv_item_sales_retail_w_alc","","mean","0.209716","5,508,685","0.212880","5,676,380","0.002963","[-0.010369, +0.016294]","0.014127","[-4.9444%, +7.7697%]","0.663165","-","0.021598","0.000305","0.007203","0.216216","5,507,000","0.005961","[-0.007285, +0.019207]","0.028425","[-3.4735%, +9.1584%]","0.377738","-","0.021598","0.000614","0.014492"
"cng_business_line_Alcohol","Dimension","nv_item_sales_retail_w_alc","","mean","0.879783","5,508,685","0.890947","5,676,380","0.008555","[-0.002752, +0.019861]","0.009724","[-0.3127%, +2.2575%]","0.138077","-","0.090605","0.000881","0.020798","0.883955","5,507,000","0.003646","[-0.007722, +0.015014]","0.004144","[-0.8777%, +1.7066%]","0.529606","-","0.090605","0.000375","0.008864"
"cng_business_line_Flowers","Dimension","nv_item_sales_retail_w_alc","","mean","0.000000","5,508,685","0.000000","5,676,380","0.000000","[0, 0]","","[]","0.515165","-","0.000000","0.000000","0.000000","0.000011","5,507,000","0.000011","[-0.00001, +0.000032]","","[]","0.316224","-","0.000000","0.000001","0.000027"
"cng_business_line_Grocery","Dimension","nv_item_sales_retail_w_alc","","mean","1.230540","5,508,685","1.238837","5,676,380","0.005891","[-0.006719, +0.018502]","0.004787","[-0.5461%, +1.5035%]","0.359864","-","0.126728","0.000607","0.014322","1.234640","5,507,000","0.000642","[-0.011063, +0.012347]","0.000522","[-0.899%, +1.0034%]","0.914400","-","0.126728","0.000066","0.001561"
"cng_business_line_Home & Wellness","Dimension","nv_item_sales_retail_w_alc","","mean","0.314749","5,508,685","0.318839","5,676,380","0.003049","[-0.004169, +0.010267]","0.009688","[-1.3244%, +3.2621%]","0.407663","-","0.032415","0.000314","0.007413","0.313559","5,507,000","-0.002725","[-0.009859, +0.004408]","-0.008659","[-3.1323%, +1.4005%]","0.453988","-","0.032415","-0.000281","-0.006625"
"cng_business_line_Pets","Dimension","nv_item_sales_retail_w_alc","","mean","0.244041","5,508,685","0.245348","5,676,380","-0.000525","[-0.005616, +0.004565]","-0.002152","[-2.3011%, +1.8706%]","0.839718","-","0.025133","-0.000054","-0.001277","0.245118","5,507,000","-0.000930","[-0.006012, +0.004152]","-0.003810","[-2.4634%, +1.7015%]","0.719919","-","0.025133","-0.000096","-0.002260"
"nv_category_l1_Alcohol","Dimension","nv_item_sales_retail_w_alc","","mean","0.996483","5,508,685","1.004855","5,676,380","0.007500","[-0.002537, +0.017536]","0.007526","[-0.2545%, +1.7597%]","0.143030","-","0.102610","0.000772","0.018232","0.998513","5,507,000","0.000657","[-0.009018, +0.010331]","0.000659","[-0.905%, +1.0368%]","0.894155","-","0.102610","0.000068","0.001597"
"nv_category_l1_Arts & Crafts","Dimension","nv_item_sales_retail_w_alc","","mean","0.016955","5,508,685","0.016667","5,676,380","-0.000259","[-0.001309, +0.000791]","-0.015266","[-7.7202%, +4.6669%]","0.629022","-","0.001746","-0.000027","-0.000629","0.016648","5,507,000","-0.000301","[-0.001347, +0.000745]","-0.017767","[-7.9473%, +4.3939%]","0.572525","-","0.001746","-0.000031","-0.000732"
"nv_category_l1_Baby & Kids","Dimension","nv_item_sales_retail_w_alc","","mean","0.245008","5,508,685","0.248000","5,676,380","0.003334","[-0.002287, +0.008955]","0.013608","[-0.9335%, +3.655%]","0.245031","-","0.025229","0.000343","0.008105","0.245770","5,507,000","0.001381","[-0.002525, +0.005287]","0.005637","[-1.0306%, +2.158%]","0.488311","-","0.025229","0.000142","0.003358"
"nv_category_l1_Bakery","Dimension","nv_item_sales_retail_w_alc","","mean","0.000000","5,508,685","0.000000","5,676,380","0.000000","[0, 0]","","[]","1.000000","-","0.000000","0.000000","0.000000","0.000000","5,507,000","0.000000","[0, 0]","","[]","1.000000","-","0.000000","0.000000","0.000000"
"nv_category_l1_Beauty","Dimension","nv_item_sales_retail_w_alc","","mean","0.214851","5,508,685","0.216556","5,676,380","0.001431","[-0.00318, +0.006042]","0.006660","[-1.4802%, +2.8122%]","0.543028","-","0.022124","0.000147","0.003479","0.215697","5,507,000","0.001012","[-0.003649, +0.005674]","0.004712","[-1.6985%, +2.6408%]","0.670372","-","0.022124","0.000104","0.002461"
"nv_category_l1_CBD & THC","Dimension","nv_item_sales_retail_w_alc","","mean","0.006953","5,508,685","0.007593","5,676,380","0.000550","[-0.000383, +0.001484]","0.079171","[-5.5146%, +21.3489%]","0.247981","-","0.000716","0.000057","0.001338","0.006984","5,507,000","0.000144","[-0.000706, +0.000994]","0.020709","[-10.1543%, +14.296%]","0.739883","-","0.000716","0.000015","0.000350"
"nv_category_l1_Candy","Dimension","nv_item_sales_retail_w_alc","","mean","0.000000","5,508,685","0.000000","5,676,380","0.000000","[0, 0]","","[]","1.000000","-","0.000000","0.000000","0.000000","0.000000","5,507,000","0.000000","[0, 0]","","[]","1.000000","-","0.000000","0.000000","0.000000"
"nv_category_l1_Dairy & Eggs","Dimension","nv_item_sales_retail_w_alc","","mean","0.000000","5,508,685","0.000000","5,676,380","0.000000","[0, 0]","","[]","1.000000","-","0.000000","0.000000","0.000000","0.000000","5,507,000","0.000000","[0, 0]","","[]","1.000000","-","0.000000","0.000000","0.000000"
"nv_category_l1_Drinks","Dimension","nv_item_sales_retail_w_alc","","mean","0.000000","5,508,685","0.000000","5,676,380","0.000000","[0, 0]","","[]","1.000000","-","0.000000","0.000000","0.000000","0.000000","5,507,000","0.000000","[0, 0]","","[]","1.000000","-","0.000000","0.000000","0.000000"
"nv_category_l1_Fresh Food","Dimension","nv_item_sales_retail_w_alc","","mean","0.000000","5,508,685","0.000000","5,676,380","0.000000","[0, 0]","","[]","1.000000","-","0.000000","0.000000","0.000000","0.000000","5,507,000","0.000000","[0, 0]","","[]","1.000000","-","0.000000","0.000000","0.000000"
"nv_category_l1_Frozen","Dimension","nv_item_sales_retail_w_alc","","mean","0.000000","5,508,685","0.000000","5,676,380","0.000000","[0, 0]","","[]","1.000000","-","0.000000","0.000000","0.000000","0.000000","5,507,000","0.000000","[0, 0]","","[]","1.000000","-","0.000000","0.000000","0.000000"
"nv_category_l1_Health","Dimension","nv_item_sales_retail_w_alc","","mean","0.462244","5,508,685","0.462826","5,676,380","0.001188","[-0.003674, +0.00605]","0.002570","[-0.7948%, +1.3088%]","0.631979","-","0.047598","0.000122","0.002888","0.464409","5,507,000","0.002251","[-0.00265, +0.007152]","0.004869","[-0.5733%, +1.5472%]","0.368060","-","0.047598","0.000232","0.005472"
"nv_category_l1_Household","Dimension","nv_item_sales_retail_w_alc","","mean","0.949131","5,508,685","0.965570","5,676,380","0.012638","[-0.004462, +0.029739]","0.013316","[-0.4702%, +3.1333%]","0.147475","-","0.097734","0.001301","0.030725","0.956713","5,507,000","0.003937","[-0.01242, +0.020294]","0.004148","[-1.3085%, +2.1381%]","0.637104","-","0.097734","0.000405","0.009571"
"nv_category_l1_Lifestyle","Dimension","nv_item_sales_retail_w_alc","","mean","0.295508","5,508,685","0.293654","5,676,380","-0.002561","[-0.007899, +0.002777]","-0.008666","[-2.6729%, +0.9396%]","0.347006","-","0.030429","-0.000264","-0.006226","0.293119","5,507,000","-0.002275","[-0.007809, +0.003259]","-0.007699","[-2.6427%, +1.1028%]","0.420374","-","0.030429","-0.000234","-0.005531"
"nv_category_l1_Meat & Poultry","Dimension","nv_item_sales_retail_w_alc","","mean","0.000000","5,508,685","0.000000","5,676,380","0.000000","[0, 0]","","[]","1.000000","-","0.000000","0.000000","0.000000","0.000000","5,507,000","0.000000","[0, 0]","","[]","1.000000","-","0.000000","0.000000","0.000000"
"nv_category_l1_Pantry","Dimension","nv_item_sales_retail_w_alc","","mean","0.000000","5,508,685","0.000000","5,676,380","0.000000","[0, 0]","","[]","1.000000","-","0.000000","0.000000","0.000000","0.000000","5,507,000","0.000000","[0, 0]","","[]","1.000000","-","0.000000","0.000000","0.000000"
"nv_category_l1_Personal Care","Dimension","nv_item_sales_retail_w_alc","","mean","0.437035","5,508,685","0.438263","5,676,380","0.001421","[-0.003432, +0.006274]","0.003252","[-0.7853%, +1.4357%]","0.565993","-","0.045003","0.000146","0.003455","0.436357","5,507,000","-0.000386","[-0.005249, +0.004477]","-0.000883","[-1.2011%, +1.0244%]","0.876348","-","0.045003","-0.000040","-0.000939"
"nv_category_l1_Pet Care","Dimension","nv_item_sales_retail_w_alc","","mean","0.440569","5,508,685","0.440474","5,676,380","-0.000533","[-0.006596, +0.005531]","-0.001209","[-1.4973%, +1.2555%]","0.863340","-","0.045367","-0.000055","-0.001295","0.441428","5,507,000","-0.000233","[-0.006304, +0.005838]","-0.000529","[-1.4309%, +1.3251%]","0.940001","-","0.045367","-0.000024","-0.000567"
"nv_category_l1_Produce","Dimension","nv_item_sales_retail_w_alc","","mean","0.000000","5,508,685","0.000000","5,676,380","0.000000","[0, 0]","","[]","1.000000","-","0.000000","0.000000","0.000000","0.000000","5,507,000","0.000000","[0, 0]","","[]","1.000000","-","0.000000","0.000000","0.000000"
"nv_category_l1_Seafood","Dimension","nv_item_sales_retail_w_alc","","mean","0.000000","5,508,685","0.000000","5,676,380","0.000000","[0, 0]","","[]","1.000000","-","0.000000","0.000000","0.000000","0.000000","5,507,000","0.000000","[0, 0]","","[]","1.000000","-","0.000000","0.000000","0.000000"
"nv_category_l1_Snacks","Dimension","nv_item_sales_retail_w_alc","","mean","0.000000","5,508,685","0.000000","5,676,380","0.000000","[0, 0]","","[]","1.000000","-","0.000000","0.000000","0.000000","0.000000","5,507,000","0.000000","[0, 0]","","[]","1.000000","-","0.000000","0.000000","0.000000"
"is_new_nv_user_0","Dimension","nv_item_sales_retail_w_alc","","mean","5.738308","3,655,780","5.772831","3,766,604","0.036677","[-0.002726, +0.076079]","0.006392","[-0.0475%, +1.3258%]","0.068097","-","0.392081","0.002506","0.059172","5.753377","3,654,769","0.012695","[-0.025723, +0.051113]","0.002212","[-0.4483%, +0.8907%]","0.517206","-","0.392081","0.000867","0.020481"
"is_new_nv_user_1","Dimension","nv_item_sales_retail_w_alc","","mean","0.700655","1,835,355","0.713900","1,891,590","0.013246","[-0.010278, +0.036769]","0.018905","[-1.4669%, +5.2478%]","0.269756","-","0.024036","0.000454","0.010729","0.701918","1,834,527","0.001262","[-0.022185, +0.024708]","0.001801","[-3.1663%, +3.5265%]","0.915988","-","0.024036","0.000043","0.001022"
"nv_lateness","Metric","N/A","","mean","0.042131","1,066,676","0.042751","1,098,394","0.000621","[+0.000198, +0.001044]","0.014733","[+0.4691%, +2.4774%]","0.004032","Significant","0.397050","0.005546","0.000247","0.042350","1,066,995","0.000220","[-0.000205, +0.000645]","0.005221","[-0.4862%, +1.5304%]","0.310176","-","0.397050","0.001964","0.000087"
"nv_lqfr","Metric","N/A","","mean","0.162333","743,656","0.162313","766,150","-0.000022","[-0.000995, +0.000952]","-0.000133","[-0.6132%, +0.5866%]","0.965300","-","0.408446","-0.000053","-0.000009","0.162148","744,748","-0.000189","[-0.001169, +0.000791]","-0.001164","[-0.7202%, +0.4874%]","0.705578","-","0.408446","-0.000463","-0.000077"
"nv_mau","Metric","N/A","","mean","0.280243","5,508,685","0.280319","5,676,380","-0.000124","[-0.000594, +0.000345]","-0.000444","[-0.2119%, +0.1232%]","0.603905","-","0.397412","-0.000176","-0.000172","0.280270","5,507,000","-0.000076","[-0.000549, +0.000398]","-0.000269","[-0.1958%, +0.1419%]","0.754427","-","0.397412","-0.000107","-0.000104"
"consumer_country_Australia","Dimension","nv_mau","","mean","0.489781","48,195","0.489357","49,655","-0.001653","[-0.007556, +0.00425]","-0.003375","[-1.5427%, +0.8677%]","0.583119","-","0.006081","-0.000021","-0.000020","0.494201","48,288","0.002552","[-0.003397, +0.008502]","0.005211","[-0.6936%, +1.7358%]","0.400474","-","0.006081","0.000032","0.000031"
"consumer_country_Canada","Dimension","nv_mau","","mean","0.426836","83,613","0.426633","86,763","0.000690","[-0.003655, +0.005034]","0.001616","[-0.8563%, +1.1794%]","0.755713","-","0.009203","0.000015","0.000014","0.425709","83,409","-0.001867","[-0.00626, +0.002527]","-0.004374","[-1.4667%, +0.5919%]","0.404930","-","0.009203","-0.000040","-0.000039"
"consumer_country_NULL","Dimension","nv_mau","","mean","0.048893","19,880","0.047461","20,438","-0.001432","[-0.005613, +0.002749]","-0.029288","[-11.4809%, +5.6232%]","0.502072","-","0.000250","-0.000007","-0.000007","0.047183","19,965","-0.001710","[-0.00591, +0.00249]","-0.034974","[-12.0868%, +5.092%]","0.424837","-","0.000250","-0.000009","-0.000009"
"consumer_country_US","Dimension","nv_mau","","mean","0.276928","5,354,872","0.277000","5,517,354","-0.000131","[-0.000606, +0.000343]","-0.000474","[-0.2187%, +0.124%]","0.587893","-","0.381731","-0.000181","-0.000176","0.276937","5,353,151","-0.000058","[-0.000536, +0.00042]","-0.000209","[-0.1936%, +0.1517%]","0.812240","-","0.381731","-0.000080","-0.000078"
"consumer_country_Unknown","Dimension","nv_mau","","mean","0.279059","2,125","0.278341","2,170","-0.004840","[-0.028579, +0.0189]","-0.017343","[-10.2413%, +6.7727%]","0.689474","-","0.000154","-0.000003","-0.000003","0.295382","2,187","0.007327","[-0.016974, +0.031627]","0.026256","[-6.0824%, +11.3335%]","0.554553","-","0.000154","0.000004","0.000004"
"nv_mni_all","Metric","N/A","","mean","0.022397","1,051,583","0.022579","1,082,823","0.000180","[-0.000137, +0.000496]","0.008019","[-0.6123%, +2.216%]","0.266410","-","0.402054","0.003233","0.000072","0.022716","1,051,716","0.000316","[-0.000004, +0.000636]","0.014104","[-0.0194%, +2.8402%]","0.053194","-","0.402054","0.005683","0.000127"
"nv_moe_all","Metric","N/A","","mean","0.404713","1,066,685","0.414084","1,098,401","0.009315","[+0.000224, +0.018407]","0.023017","[+0.0553%, +4.5481%]","0.044624","Significant","0.402779","0.010512","0.003755","0.417615","1,067,008","0.012844","[+0.003575, +0.022113]","0.031737","[+0.8834%, +5.464%]","0.006609","Significant","0.402779","0.014484","0.005175"
"nv_nd_all","Metric","N/A","","mean","0.003034","1,043,593","0.003036","1,074,570","0.000001","[-0.000114, +0.000117]","0.000477","[-3.7668%, +3.8622%]","0.980463","-","0.403574","0.000000","0.000000","0.003022","1,043,741","-0.000012","[-0.000128, +0.000103]","-0.004083","[-4.2271%, +3.4106%]","0.834021","-","0.403574","-0.001643","-0.000005"
"nv_not_dwr","Metric","N/A","","mean","0.008851","1,066,685","0.008937","1,098,400","0.000086","[-0.000105, +0.000277]","0.009720","[-1.1844%, +3.1283%]","0.377000","-","0.397144","0.003885","0.000034","0.009003","1,067,006","0.000152","[-0.00004, +0.000345]","0.017227","[-0.4508%, +3.8962%]","0.120318","-","0.397144","0.006881","0.000061"
"nv_order_rate_retail_w_alc","Metric","N/A","","mean","0.163649","5,508,685","0.164224","5,676,380","0.000546","[-0.000121, +0.001214]","0.003339","[-0.0741%, +0.7419%]","0.108750","-","0.407670","0.001361","0.001313","0.163717","5,507,000","0.000051","[-0.00062, +0.000721]","0.000310","[-0.3787%, +0.4406%]","0.882198","-","0.407670","0.000126","0.000122"
"is_new_nv_user_0","Dimension","nv_order_rate_retail_w_alc","","mean","0.232184","3,655,780","0.232999","3,766,604","0.000753","[-0.00023, +0.001735]","0.003243","[-0.0989%, +0.7474%]","0.133083","-","0.383843","0.001245","0.001200","0.232270","3,654,769","0.000062","[-0.000924, +0.001048]","0.000268","[-0.3979%, +0.4515%]","0.901515","-","0.383843","0.000103","0.000099"
"is_new_nv_user_1","Dimension","nv_order_rate_retail_w_alc","","mean","0.028465","1,835,355","0.028652","1,891,590","0.000188","[-0.00023, +0.000607]","0.006614","[-0.809%, +2.1318%]","0.377965","-","0.023626","0.000156","0.000151","0.028503","1,834,527","0.000040","[-0.00038, +0.000459]","0.001393","[-1.3342%, +1.6128%]","0.852988","-","0.023626","0.000033","0.000032"
"nv_category_l1_Alcohol","Dimension","nv_order_rate_retail_w_alc","","mean","0.038854","5,508,685","0.039002","5,676,380","0.000164","[-0.000217, +0.000544]","0.004214","[-0.5573%, +1.4%]","0.398725","-","0.096790","0.000408","0.000393","0.038813","5,507,000","-0.000038","[-0.000421, +0.000345]","-0.000977","[-1.0832%, +0.8878%]","0.845925","-","0.096790","-0.000095","-0.000091"
"nv_category_l1_Arts & Crafts","Dimension","nv_order_rate_retail_w_alc","","mean","0.001144","5,508,685","0.001169","5,676,380","0.000002","[-0.000023, +0.000026]","0.001403","[-2.0038%, +2.2844%]","0.897951","-","0.002850","0.000004","0.000004","0.001145","5,507,000","-0.000013","[-0.000037, +0.000011]","-0.011278","[-3.2252%, +0.9697%]","0.291949","-","0.002850","-0.000032","-0.000031"
"nv_category_l1_Baby & Kids","Dimension","nv_order_rate_retail_w_alc","","mean","0.013747","5,508,685","0.013767","5,676,380","0.000004","[-0.000172, +0.000179]","0.000266","[-1.2517%, +1.3049%]","0.967462","-","0.034247","0.000009","0.000009","0.013723","5,507,000","-0.000030","[-0.000206, +0.000145]","-0.002205","[-1.4979%, +1.0568%]","0.735082","-","0.034247","-0.000076","-0.000073"
"nv_category_l1_Bakery","Dimension","nv_order_rate_retail_w_alc","","mean","0.000000","5,508,685","0.000000","5,676,380","0.000000","[0, 0]","","[]","1.000000","-","0.000000","0.000000","0.000000","0.000000","5,507,000","0.000000","[0, 0]","","[]","1.000000","-","0.000000","0.000000","0.000000"
"nv_category_l1_Beauty","Dimension","nv_order_rate_retail_w_alc","","mean","0.011869","5,508,685","0.011962","5,676,380","0.000016","[-0.000109, +0.00014]","0.001314","[-0.9178%, +1.1807%]","0.806062","-","0.029567","0.000039","0.000037","0.011816","5,507,000","-0.000123","[-0.000248, +0.000001]","-0.010372","[-2.0867%, +0.0122%]","0.052723","-","0.029567","-0.000307","-0.000296"
"nv_category_l1_CBD & THC","Dimension","nv_order_rate_retail_w_alc","","mean","0.000203","5,508,685","0.000221","5,676,380","0.000015","[-0.000007, +0.000038]","0.076260","[-3.4207%, +18.6728%]","0.176040","-","0.000505","0.000038","0.000037","0.000213","5,507,000","0.000008","[-0.000015, +0.00003]","0.037144","[-7.2751%, +14.704%]","0.507678","-","0.000505","0.000019","0.000018"
"nv_category_l1_Candy","Dimension","nv_order_rate_retail_w_alc","","mean","0.000000","5,508,685","0.000000","5,676,380","0.000000","[0, 0]","","[]","1.000000","-","0.000000","0.000000","0.000000","0.000000","5,507,000","0.000000","[0, 0]","","[]","1.000000","-","0.000000","0.000000","0.000000"
"nv_category_l1_Dairy & Eggs","Dimension","nv_order_rate_retail_w_alc","","mean","0.000000","5,508,685","0.000000","5,676,380","0.000000","[0, 0]","","[]","1.000000","-","0.000000","0.000000","0.000000","0.000000","5,507,000","0.000000","[0, 0]","","[]","1.000000","-","0.000000","0.000000","0.000000"
"nv_category_l1_Drinks","Dimension","nv_order_rate_retail_w_alc","","mean","0.000000","5,508,685","0.000000","5,676,380","0.000000","[0, 0]","","[]","1.000000","-","0.000000","0.000000","0.000000","0.000000","5,507,000","0.000000","[0, 0]","","[]","1.000000","-","0.000000","0.000000","0.000000"
"nv_category_l1_Fresh Food","Dimension","nv_order_rate_retail_w_alc","","mean","0.000000","5,508,685","0.000000","5,676,380","0.000000","[0, 0]","","[]","1.000000","-","0.000000","0.000000","0.000000","0.000000","5,507,000","0.000000","[0, 0]","","[]","1.000000","-","0.000000","0.000000","0.000000"
"nv_category_l1_Frozen","Dimension","nv_order_rate_retail_w_alc","","mean","0.000000","5,508,685","0.000000","5,676,380","0.000000","[0, 0]","","[]","1.000000","-","0.000000","0.000000","0.000000","0.000000","5,507,000","0.000000","[0, 0]","","[]","1.000000","-","0.000000","0.000000","0.000000"
"nv_category_l1_Health","Dimension","nv_order_rate_retail_w_alc","","mean","0.027796","5,508,685","0.027803","5,676,380","-0.000045","[-0.000235, +0.000145]","-0.001623","[-0.8467%, +0.5221%]","0.642105","-","0.069244","-0.000112","-0.000108","0.027872","5,507,000","0.000014","[-0.000177, +0.000206]","0.000505","[-0.6385%, +0.7395%]","0.885770","-","0.069244","0.000035","0.000034"
