"Metric Name","Type","Parent Metric","Experiment Group","Aggregate Func","control Value","control Exposure Volume","treatment1 Value","treatment1 Exposure Volume","treatment1 Absolute Impact","treatment1 Absolute Impact Confidence Interval","treatment1 Relative Impact","treatment1 Relative Impact Confidence Interval","treatment1 P Value","treatment1 Significance","treatment1 Coverage","treatment1 Relative Global Lift","treatment1 Absolute Global Lift","treatment2 Value","treatment2 Exposure Volume","treatment2 Absolute Impact","treatment2 Absolute Impact Confidence Interval","treatment2 Relative Impact","treatment2 Relative Impact Confidence Interval","treatment2 P Value","treatment2 Significance","treatment2 Coverage","treatment2 Relative Global Lift","treatment2 Absolute Global Lift"
"dbd_bundle_type_post_checkout","Dimension","dbd_avg_o2_hqdr","","mean","0.908338","1,229,517","0.908729","1,195,788","0.000434","[-0.000185, +0.001053]","0.000478","[-0.0203%, +0.116%]","0.169033","-","0.683690","0.000328","0.000297","0.908059","1,196,658","-0.000246","[-0.000865, +0.000373]","-0.000271","[-0.0952%, +0.0411%]","0.436222","-","0.683690","-0.000186","-0.000168"
"dbd_bundle_type_pre_checkout","Dimension","dbd_avg_o2_hqdr","","mean","0.899878","448,042","0.899959","435,308","0.000106","[-0.000956, +0.001168]","0.000118","[-0.1063%, +0.1298%]","0.845123","-","0.257603","0.000030","0.000027","0.899875","434,786","-0.000014","[-0.001075, +0.001047]","-0.000016","[-0.1194%, +0.1163%]","0.979407","-","0.257603","-0.000004","-0.000004"
"dbd_avg_o2_mi","Metric","N/A","","mean","0.015638","1,838,980","0.015463","1,785,991","-0.000178","[-0.000375, +0.000018]","-0.011388","[-2.3948%, +0.1173%]","0.075583","-","0.953069","-0.010907","-0.000170","0.015599","1,787,951","-0.000039","[-0.000236, +0.000157]","-0.002524","[-1.5112%, +1.0065%]","0.694389","-","0.953069","-0.002417","-0.000038"
"dbd_bundle_type_post_checkout","Dimension","dbd_avg_o2_mi","","mean","0.015956","1,207,594","0.015592","1,174,411","-0.000368","[-0.000631, -0.000105]","-0.023056","[-3.954%, -0.6572%]","0.006117","Significant","0.683769","-0.016284","-0.000252","0.015860","1,175,198","-0.000099","[-0.000363, +0.000165]","-0.006184","[-2.2736%, +1.0369%]","0.464050","-","0.683769","-0.004368","-0.000067"
"dbd_bundle_type_pre_checkout","Dimension","dbd_avg_o2_mi","","mean","0.014416","439,343","0.014470","426,841","0.000054","[-0.000359, +0.000466]","0.003716","[-2.4889%, +3.2321%]","0.799012","-","0.257569","0.000893","0.000014","0.014648","426,291","0.000236","[-0.000179, +0.000651]","0.016388","[-1.2394%, +4.5169%]","0.264427","-","0.257569","0.003936","0.000061"
"dbd_delivery_platform_android","Dimension","dbd_avg_o2_mi","","mean","0.014702","308,714","0.014732","299,643","0.000033","[-0.000433, +0.000498]","0.002216","[-2.9434%, +3.3866%]","0.890855","-","0.209302","0.000442","0.000007","0.014684","300,141","-0.000019","[-0.000484, +0.000446]","-0.001304","[-3.2936%, +3.0329%]","0.935617","-","0.209302","-0.000260","-0.000004"
"dbd_delivery_platform_desktop","Dimension","dbd_avg_o2_mi","","mean","0.012248","43,572","0.012049","41,348","-0.000198","[-0.001402, +0.001005]","-0.016206","[-11.4439%, +8.2028%]","0.746437","-","0.025851","-0.000334","-0.000005","0.012008","41,324","-0.000241","[-0.001426, +0.000944]","-0.019663","[-11.6438%, +7.7112%]","0.690458","-","0.025851","-0.000409","-0.000006"
"dbd_delivery_platform_ios","Dimension","dbd_avg_o2_mi","","mean","0.015908","1,150,077","0.015589","1,119,909","-0.000324","[-0.000585, -0.000063]","-0.020341","[-3.6746%, -0.3937%]","0.015082","Significant","0.702283","-0.014715","-0.000227","0.015926","1,119,625","0.000017","[-0.000246, +0.000279]","0.001057","[-1.5441%, +1.7555%]","0.900084","-","0.702283","0.000765","0.000012"
"dbd_user_type_new_dbd","Dimension","dbd_avg_o2_mi","","mean","0.011888","284,580","0.011720","277,948","-0.000168","[-0.00073, +0.000394]","-0.014140","[-6.1388%, +3.3107%]","0.557477","-","0.105678","-0.001151","-0.000018","0.011802","277,288","-0.000086","[-0.000649, +0.000476]","-0.007264","[-5.4607%, +4.0079%]","0.763619","-","0.105678","-0.000591","-0.000009"
"dbd_user_type_returning_dbd","Dimension","dbd_avg_o2_mi","","mean","0.015994","1,244,101","0.015737","1,208,925","-0.000259","[-0.0005, -0.000017]","-0.016173","[-3.1261%, -0.1085%]","0.035652","Significant","0.835513","-0.013989","-0.000216","0.016001","1,209,560","0.000005","[-0.000237, +0.000248]","0.000343","[-1.4811%, +1.5498%]","0.964573","-","0.835513","0.000297","0.000005"
"dbd_avg_o2_nd","Metric","N/A","","mean","0.003429","1,836,542","0.003386","1,783,500","-0.000043","[-0.000133, +0.000046]","-0.012644","[-3.8725%, +1.3437%]","0.342027","-","0.953089","-0.012072","-0.000041","0.003384","1,785,521","-0.000045","[-0.000135, +0.000044]","-0.013224","[-3.9306%, +1.2857%]","0.320335","-","0.953089","-0.012626","-0.000043"
"dbd_user_type_new_dbd","Dimension","dbd_avg_o2_nd","","mean","0.003491","284,076","0.003395","277,421","-0.000096","[-0.000401, +0.000208]","-0.027560","[-11.4815%, +5.9695%]","0.535873","-","0.105659","-0.002999","-0.000010","0.003415","276,826","-0.000076","[-0.000381, +0.000229]","-0.021831","[-10.9277%, +6.5616%]","0.624628","-","0.105659","-0.002374","-0.000008"
"dbd_user_type_returning_dbd","Dimension","dbd_avg_o2_nd","","mean","0.003386","1,242,525","0.003378","1,207,348","-0.000008","[-0.000117, +0.000101]","-0.002344","[-3.4533%, +2.9845%]","0.886489","-","0.835551","-0.001956","-0.000007","0.003372","1,207,915","-0.000014","[-0.000123, +0.000095]","-0.004058","[-3.6252%, +2.8136%]","0.804849","-","0.835551","-0.003385","-0.000011"
"dbd_bundle_type_post_checkout","Dimension","dbd_avg_o2_nd","","mean","0.003402","1,205,410","0.003388","1,172,201","-0.000014","[-0.000134, +0.000106]","-0.004144","[-3.939%, +3.1102%]","0.817739","-","0.683377","-0.002841","-0.000010","0.003428","1,172,998","0.000026","[-0.000094, +0.000146]","0.007689","[-2.7668%, +4.3047%]","0.669939","-","0.683377","0.005272","0.000018"
