"Metric Name","Type","Parent Metric","Experiment Group","Aggregate Func","control Value","control Exposure Volume","treatment1 Value","treatment1 Exposure Volume","treatment1 Absolute Impact","treatment1 Absolute Impact Confidence Interval","treatment1 Relative Impact","treatment1 Relative Impact Confidence Interval","treatment1 P Value","treatment1 Significance","treatment1 Coverage","treatment1 Relative Global Lift","treatment1 Absolute Global Lift","treatment2 Value","treatment2 Exposure Volume","treatment2 Absolute Impact","treatment2 Absolute Impact Confidence Interval","treatment2 Relative Impact","treatment2 Relative Impact Confidence Interval","treatment2 P Value","treatment2 Significance","treatment2 Coverage","treatment2 Relative Global Lift","treatment2 Absolute Global Lift"
"dbd_total_o2_orders_grocery","Metric","N/A","","mean","0.003529","275,156","0.003551","267,526","0.000022","[-0.000349, +0.000394]","0.006367","[-9.8934%, +11.1669%]","0.905660","-","0.004388","0.000000","0.000000","0.003346","266,262","-0.000181","[-0.000554, +0.000192]","-0.051303","[-15.7071%, +5.4465%]","0.341762","-","0.004388","-0.000225","-0.000004"
"dbd_total_o2_orders_nv","Metric","N/A","","mean","0.011899","275,156","0.012081","267,526","0.000183","[-0.000542, +0.000908]","0.015361","[-4.5558%, +7.628%]","0.621156","-","0.003888","0.000060","0.000004","0.012003","266,262","0.000114","[-0.000623, +0.000852]","0.009615","[-5.2379%, +7.1608%]","0.761151","-","0.003888","0.000037","0.000003"
"dbd_total_o2_orders_pets","Metric","N/A","","mean","0.000051","275,156","0.000034","267,526","-0.000017","[-0.000052, +0.000018]","-0.333166","[-101.2462%, +34.6131%]","0.336412","-","0.002486","0.000000","0.000000","0.000056","266,262","0.000005","[-0.000035, +0.000045]","0.098632","[-69.4301%, +89.1566%]","0.807387","-","0.002486","0.000000","0.000000"
"dbd_total_o2_orders_rx","Metric","N/A","","mean","0.025894","275,156","0.025508","267,526","-0.000375","[-0.00139, +0.000639]","-0.014498","[-5.3684%, +2.4687%]","0.468353","-","0.005182","-0.000075","-0.000009","0.025396","266,262","-0.000468","[-0.001492, +0.000555]","-0.018088","[-5.7625%, +2.1449%]","0.369888","-","0.005182","-0.000094","-0.000011"
"doubledash_active_user","Metric","N/A","","mean","0.030888","275,156","0.030965","267,526","0.000058","[-0.000859, +0.000975]","0.001865","[-2.7824%, +3.1555%]","0.901993","-","0.006394","0.000012","0.000012","0.030579","266,262","-0.000258","[-0.001174, +0.000657]","-0.008356","[-3.7998%, +2.1286%]","0.580594","-","0.006394","-0.000053","-0.000053"
"doubledash_l_28_d_mau","Metric","N/A","","mean","0.032872","275,156","0.033103","267,526","0.000244","[-0.000697, +0.001185]","0.007420","[-2.1216%, +3.6056%]","0.611553","-","0.003940","0.000029","0.000029","0.032521","266,262","-0.000301","[-0.001241, +0.000639]","-0.009163","[-3.7757%, +1.9431%]","0.529953","-","0.003940","-0.000036","-0.000036"
"doubledash_l_28_d_post_checkout_mau","Metric","N/A","","mean","0.024717","275,156","0.024943","267,526","0.000226","[-0.000598, +0.00105]","0.009145","[-2.4176%, +4.2466%]","0.590629","-","0.003524","0.000032","0.000027","0.024660","266,262","-0.000010","[-0.000833, +0.000813]","-0.000399","[-3.3702%, +3.2904%]","0.981265","-","0.003524","-0.000001","-0.000001"
"doubledash_l_28_d_pre_checkout_mau","Metric","N/A","","mean","0.009144","275,156","0.009147","267,526","0.000016","[-0.000483, +0.000515]","0.001744","[-5.2788%, +5.6276%]","0.950020","-","0.003872","0.000007","0.000002","0.008724","266,262","-0.000395","[-0.00089, +0.000099]","-0.043243","[-9.7354%, +1.0868%]","0.117275","-","0.003872","-0.000167","-0.000047"
"doubledash_post_checkout_active_user","Metric","N/A","","mean","0.025211","275,156","0.025478","267,526","0.000272","[-0.000562, +0.001106]","0.010786","[-2.2311%, +4.3884%]","0.522989","-","0.006407","0.000069","0.000056","0.025246","266,262","0.000080","[-0.000754, +0.000914]","0.003164","[-2.9907%, +3.6235%]","0.851253","-","0.006407","0.000020","0.000017"
"doubledash_post_checkout_wau","Metric","N/A","","mean","0.009031","275,156","0.009035","267,526","-0.000014","[-0.000516, +0.000487]","-0.001566","[-5.7105%, +5.3973%]","0.955929","-","0.001901","-0.000003","-0.000002","0.009096","266,262","0.000088","[-0.000415, +0.000592]","0.009753","[-4.5999%, +6.5504%]","0.731701","-","0.001901","0.000019","0.000015"
