"Metric Name","Type","Parent Metric","Experiment Group","Aggregate Func","1200 Value","1200 Exposure Volume","600 Value","600 Exposure Volume","600 Absolute Impact","600 Absolute Impact Confidence Interval","600 Relative Impact","600 Relative Impact Confidence Interval","600 P Value","600 Significance","600 Coverage","600 Relative Global Lift","600 Absolute Global Lift","900 Value","900 Exposure Volume","900 Absolute Impact","900 Absolute Impact Confidence Interval","900 Relative Impact","900 Relative Impact Confidence Interval","900 P Value","900 Significance","900 Coverage","900 Relative Global Lift","900 Absolute Global Lift"
"page_dimension_cx_item_page","Dimension","cx_app_quality_crash_web","","mean","0.000000","333,213","0.000000","322,128","0.000000","[0, 0]","","[]","1.000000","-","0.063371","0.000000","0.000000","0.000000","323,886","0.000000","[0, 0]","","[]","1.000000","-","0.063371","0.000000","0.000000"
"page_dimension_cx_post_checkout_page","Dimension","cx_app_quality_crash_web","","mean","0.001035","251,474","0.000978","243,619","-0.000057","[-0.000168, +0.000054]","-0.054959","[-16.2472%, +5.2555%]","0.316397","-","0.064270","-0.002531","-0.000004","0.001027","243,614","-0.000007","[-0.00014, +0.000126]","-0.006676","[-13.5066%, +12.1714%]","0.918828","-","0.064270","0.000000","0.000000"
"page_dimension_cx_search_result_page","Dimension","cx_app_quality_crash_web","","mean","0.001561","62,542","0.001712","60,527","0.000143","[-0.000296, +0.000581]","0.091336","[-18.9445%, +37.2118%]","0.523758","-","0.008406","0.000817","0.000001","0.001581","60,609","0.000015","[-0.000436, +0.000466]","0.009764","[-27.9349%, +29.8877%]","0.947223","-","0.008406","0.000000","0.000000"
"page_dimension_cx_store_page","Dimension","cx_app_quality_crash_web","","mean","0.000920","469,791","0.000953","454,611","0.000033","[-0.000043, +0.000109]","0.035784","[-4.653%, +11.8098%]","0.394194","-","0.211053","0.004813","0.000007","0.000917","456,150","-0.000003","[-0.000086, +0.000079]","-0.003624","[-9.3193%, +8.5946%]","0.936800","-","0.211053","0.000000","0.000000"
"cx_app_quality_hitch_android","Metric","N/A","","mean","0.063229","2,445,917","0.063219","2,372,818","0.000094","[-0.000141, +0.000328]","0.001482","[-0.2223%, +0.5187%]","0.433058","-","0.864271","0.001269","0.000081","0.063386","2,372,667","0.000218","[-0.000016, +0.000453]","0.003453","[-0.0254%, +0.716%]","0.067865","-","0.864271","0.002956","0.000189"
"page_dimension_cx_checkout_page","Dimension","cx_app_quality_hitch_android","","mean","0.039465","2,282,976","0.039313","2,213,659","-0.000188","[-0.000557, +0.000181]","-0.004757","[-1.4104%, +0.4589%]","0.318464","-","0.051615","-0.000152","-0.000010","0.039715","2,214,221","0.000232","[-0.000153, +0.000617]","0.005872","[-0.388%, +1.5625%]","0.237944","-","0.051615","0.000187","0.000012"
"page_dimension_cx_explore_page","Dimension","cx_app_quality_hitch_android","","mean","0.093303","2,227,234","0.093233","2,160,864","0.000086","[-0.000291, +0.000464]","0.000925","[-0.3119%, +0.4968%]","0.654046","-","0.128379","0.000173","0.000011","0.093382","2,159,649","0.000131","[-0.000247, +0.000508]","0.001400","[-0.2649%, +0.5449%]","0.498035","-","0.128379","0.000263","0.000017"
"page_dimension_cx_item_page","Dimension","cx_app_quality_hitch_android","","mean","0.029626","2,191,487","0.029594","2,125,132","0.000039","[-0.000242, +0.000319]","0.001306","[-0.8154%, +1.0766%]","0.786756","-","0.128580","0.000078","0.000005","0.029724","2,124,892","0.000184","[-0.000099, +0.000467]","0.006213","[-0.3334%, +1.576%]","0.202157","-","0.128580","0.000370","0.000024"
"page_dimension_cx_order_cart_page","Dimension","cx_app_quality_hitch_android","","mean","0.072837","2,410,063","0.072864","2,337,707","-0.000071","[-0.00052, +0.000378]","-0.000974","[-0.7139%, +0.5192%]","0.756892","-","0.091635","-0.000102","-0.000007","0.073231","2,337,739","0.000319","[-0.00014, +0.000778]","0.004376","[-0.1926%, +1.0678%]","0.173530","-","0.091635","0.000457","0.000029"
"page_dimension_cx_post_checkout_page","Dimension","cx_app_quality_hitch_android","","mean","0.067120","2,138,744","0.066784","2,074,339","-0.000334","[-0.000806, +0.000137]","-0.004982","[-1.2006%, +0.2042%]","0.164509","-","0.137137","-0.000718","-0.000046","0.067037","2,073,835","-0.000026","[-0.000512, +0.000461]","-0.000383","[-0.7627%, +0.6861%]","0.917471","-","0.137137","-0.000055","-0.000004"
"page_dimension_cx_search_result_page","Dimension","cx_app_quality_hitch_android","","mean","0.082167","1,613,450","0.082341","1,565,344","0.000118","[-0.000328, +0.000564]","0.001434","[-0.3996%, +0.6865%]","0.604684","-","0.049387","0.000091","0.000006","0.082201","1,565,166","0.000074","[-0.000378, +0.000525]","0.000899","[-0.4597%, +0.6395%]","0.748467","-","0.049387","0.000057","0.000004"
"page_dimension_cx_store_page","Dimension","cx_app_quality_hitch_android","","mean","0.052094","2,305,228","0.051965","2,236,430","-0.000017","[-0.000302, +0.000267]","-0.000335","[-0.5798%, +0.5128%]","0.904435","-","0.192650","-0.000052","-0.000003","0.052144","2,235,735","0.000085","[-0.000203, +0.000373]","0.001634","[-0.3898%, +0.7166%]","0.562682","-","0.192650","0.000256","0.000016"
"cx_app_quality_hitch_ios","Metric","N/A","","mean","0.174877","10,274,591","0.174602","9,971,081","-0.000199","[-0.000399, +0.000002]","-0.001135","[-0.2283%, +0.0012%]","0.052396","-","0.869765","-0.000995","-0.000173","0.174731","9,971,829","-0.000056","[-0.000261, +0.000148]","-0.000321","[-0.1491%, +0.0849%]","0.590588","-","0.869765","-0.000282","-0.000049"
"page_dimension_cx_checkout_page","Dimension","cx_app_quality_hitch_ios","","mean","0.186264","8,989,694","0.186291","8,724,919","0.000000","[-0.00032, +0.00032]","0.000001","[-0.1717%, +0.172%]","0.998697","-","0.123241","0.000000","0.000000","0.186391","8,723,912","0.000109","[-0.000213, +0.000431]","0.000585","[-0.1145%, +0.2316%]","0.507277","-","0.123241","0.000077","0.000013"
"page_dimension_cx_explore_page","Dimension","cx_app_quality_hitch_ios","","mean","0.229068","7,615,835","0.228814","7,392,982","-0.000289","[-0.000733, +0.000156]","-0.001260","[-0.32%, +0.0681%]","0.203379","-","0.124436","-0.000207","-0.000036","0.228515","7,395,007","-0.000476","[-0.000923, -0.00003]","-0.002080","[-0.403%, -0.0129%]","0.036677","Significant","0.124436","-0.000342","-0.000059"
"page_dimension_cx_item_page","Dimension","cx_app_quality_hitch_ios","","mean","0.111220","8,936,801","0.110969","8,674,560","-0.000212","[-0.000448, +0.000024]","-0.001905","[-0.4024%, +0.0214%]","0.078084","-","0.212533","-0.000260","-0.000045","0.111262","8,674,239","0.000064","[-0.000177, +0.000305]","0.000576","[-0.159%, +0.2742%]","0.602374","-","0.212533","0.000078","0.000014"
"page_dimension_cx_order_cart_page","Dimension","cx_app_quality_hitch_ios","","mean","0.127413","8,439,663","0.126544","8,191,566","-0.000840","[-0.00117, -0.00051]","-0.006595","[-0.9185%, -0.4005%]","0.000001","Significant","0.095059","-0.000461","-0.000080","0.127052","8,191,390","-0.000346","[-0.000674, -0.000018]","-0.002715","[-0.529%, -0.014%]","0.038765","Significant","0.095059","-0.000190","-0.000033"
"page_dimension_cx_post_checkout_page","Dimension","cx_app_quality_hitch_ios","","mean","0.172435","4,905,044","0.172079","4,764,360","-0.000358","[-0.000986, +0.00027]","-0.002077","[-0.5719%, +0.1564%]","0.263543","-","0.029835","-0.000062","-0.000011","0.171197","4,762,102","-0.001232","[-0.001842, -0.000623]","-0.007146","[-1.0682%, -0.361%]","0.000075","Significant","0.029835","-0.000212","-0.000037"
"page_dimension_cx_search_result_page","Dimension","cx_app_quality_hitch_ios","","mean","0.132122","5,166,379","0.131731","5,020,553","-0.000393","[-0.001009, +0.000223]","-0.002975","[-0.7639%, +0.1689%]","0.211219","-","0.055869","-0.000127","-0.000022","0.132116","5,018,455","0.000013","[-0.000613, +0.000639]","0.000101","[-0.4638%, +0.4839%]","0.966804","-","0.055869","0.000000","0.000000"
"page_dimension_cx_store_page","Dimension","cx_app_quality_hitch_ios","","mean","0.281982","9,557,836","0.281864","9,275,717","-0.000038","[-0.000374, +0.000297]","-0.000136","[-0.1326%, +0.1054%]","0.823036","-","0.178847","-0.000039","-0.000007","0.281921","9,276,364","-0.000014","[-0.000357, +0.000328]","-0.000051","[-0.1266%, +0.1164%]","0.934117","-","0.178847","-0.000015","-0.000003"
"cx_app_quality_inp_web","Metric","N/A","","mean","0.214990","628,193","0.214295","608,100","-0.000668","[-0.002208, +0.000872]","-0.003109","[-1.0272%, +0.4054%]","0.394930","-","0.702954","-0.002173","-0.000471","0.214104","609,914","-0.000924","[-0.002428, +0.000581]","-0.004297","[-1.1295%, +0.2701%]","0.228758","-","0.702954","-0.003001","-0.000650"
"page_dimension_cx_checkout_page","Dimension","cx_app_quality_inp_web","","mean","0.162221","282,696","0.161711","273,868","-0.000300","[-0.002461, +0.001861]","-0.001850","[-1.5168%, +1.1469%]","0.785464","-","0.108304","-0.000151","-0.000033","0.162544","275,359","0.000358","[-0.001728, +0.002444]","0.002207","[-1.0653%, +1.5067%]","0.736549","-","0.108304","0.000180","0.000039"
"page_dimension_cx_explore_page","Dimension","cx_app_quality_inp_web","","mean","0.151511","387,417","0.151289","374,726","-0.000265","[-0.001892, +0.001362]","-0.001747","[-1.2486%, +0.8992%]","0.749906","-","0.226350","-0.000278","-0.000060","0.151340","376,644","-0.000180","[-0.001788, +0.001427]","-0.001190","[-1.1798%, +0.9419%]","0.826056","-","0.226350","-0.000189","-0.000041"
"page_dimension_cx_post_checkout_page","Dimension","cx_app_quality_inp_web","","mean","0.159744","268,430","0.157520","259,668","-0.002168","[-0.0049, +0.000564]","-0.013571","[-3.0675%, +0.3533%]","0.119918","-","0.089391","-0.000904","-0.000196","0.157278","260,609","-0.002510","[-0.004842, -0.000179]","-0.015715","[-3.0312%, -0.1119%]","0.034844","Significant","0.089391","-0.001037","-0.000225"
"page_dimension_cx_search_result_page","Dimension","cx_app_quality_inp_web","","mean","0.391132","195,808","0.390023","189,468","-0.001046","[-0.004231, +0.00214]","-0.002673","[-1.0817%, +0.5471%]","0.520015","-","0.060599","-0.000292","-0.000063","0.389639","190,036","-0.001438","[-0.004608, +0.001733]","-0.003675","[-1.1782%, +0.4431%]","0.374213","-","0.060599","-0.000401","-0.000087"
"page_dimension_cx_store_page","Dimension","cx_app_quality_inp_web","","mean","0.236160","342,154","0.236124","331,737","-0.000067","[-0.002308, +0.002173]","-0.000285","[-0.9771%, +0.9201%]","0.953058","-","0.181629","-0.000056","-0.000012","0.236280","332,688","0.000078","[-0.002179, +0.002336]","0.000332","[-0.9228%, +0.9892%]","0.945755","-","0.181629","0.000066","0.000014"
"cx_app_quality_page_action_error_android","Metric","N/A","","mean","0.001134","2,363,540","0.001139","2,292,529","0.000005","[-0.000027, +0.000037]","0.004147","[-2.4091%, +3.2385%]","0.773448","-","0.909820","0.003734","0.000004","0.001136","2,292,394","0.000002","[-0.000027, +0.000031]","0.001750","[-2.3657%, +2.7156%]","0.892621","-","0.909820","0.001575","0.000002"
"action_dimension_cx_add_payment_method","Dimension","cx_app_quality_page_action_error_android","","mean","0.000000","89","0.000000","75","0.000000","[0, 0]","","[]","1.000000","-","0.000001","0.000000","0.000000","0.000000","79","0.000000","[0, 0]","","[]","1.000000","-","0.000001","0.000000","0.000000"
"action_dimension_cx_add_to_cart","Dimension","cx_app_quality_page_action_error_android","","mean","0.000355","2,179,198","0.000358","2,113,686","0.000004","[-0.000011, +0.000018]","0.009953","[-3.0036%, +4.9943%]","0.625665","-","0.493121","0.001517","0.000002","0.000350","2,112,858","-0.000005","[-0.000019, +0.000009]","-0.013386","[-5.3096%, +2.6325%]","0.508827","-","0.493121","-0.002039","-0.000002"
"action_dimension_cx_create_address","Dimension","cx_app_quality_page_action_error_android","","mean","0.000000","15","0.000000","10","0.000000","[0, 0]","","[]","1.000000","-","0.000002","0.000000","0.000000","0.000000","15","0.000000","[0, 0]","","[]","1.000000","-","0.000002","0.000000","0.000000"
"action_dimension_cx_delete_cart","Dimension","cx_app_quality_page_action_error_android","","mean","0.000469","1,408,877","0.000478","1,365,224","0.000009","[-0.00003, +0.000047]","0.018508","[-6.3427%, +10.0443%]","0.657965","-","0.122101","0.000924","0.000001","0.000484","1,366,671","0.000015","[-0.000028, +0.000058]","0.032308","[-5.9783%, +12.4399%]","0.491700","-","0.122101","0.001612","0.000002"
"action_dimension_cx_place_order","Dimension","cx_app_quality_page_action_error_android","","mean","0.002931","2,153,585","0.002939","2,088,697","0.000005","[-0.000123, +0.000133]","0.001688","[-4.2058%, +4.5435%]","0.939700","-","0.205390","0.000887","0.000001","0.002930","2,087,904","-0.000001","[-0.000114, +0.000111]","-0.000394","[-3.8735%, +3.7947%]","0.983923","-","0.205390","0.000000","0.000000"
"action_dimension_cx_set_address","Dimension","cx_app_quality_page_action_error_android","","mean","0.023256","36","0.000000","29","-0.023210","[-0.069219, +0.0228]","-0.998002","[-297.6386%, +98.0382%]","0.322805","-","0.000001","0.000000","0.000000","0.000000","23","-0.023448","[-0.069455, +0.022558]","-1.008276","[-298.6557%, +97.0006%]","0.317824","-","0.000001","0.000000","0.000000"
"action_dimension_cx_set_payment_method","Dimension","cx_app_quality_page_action_error_android","","mean","0.000000","1,863","0.000000","1,724","0.000000","[0, 0]","","[]","1.000000","-","0.000065","0.000000","0.000000","0.000000","1,785","0.000000","[0, 0]","","[]","1.000000","-","0.000065","0.000000","0.000000"
"action_dimension_cx_update_cart","Dimension","cx_app_quality_page_action_error_android","","mean","0.002218","1,201,121","0.002207","1,164,472","-0.000011","[-0.000093, +0.000071]","-0.005037","[-4.2046%, +3.1972%]","0.789657","-","0.089166","0.000000","0.000000","0.002234","1,163,853","0.000015","[-0.000072, +0.000102]","0.006825","[-3.2499%, +4.6149%]","0.733725","-","0.089166","0.001178","0.000001"
"cx_app_quality_page_action_error_ios","Metric","N/A","","mean","0.002761","10,565,244","0.002757","10,253,442","-0.000004","[-0.000022, +0.000014]","-0.001621","[-0.8131%, +0.489%]","0.625617","-","0.896743","-0.001425","-0.000004","0.002754","10,251,793","-0.000007","[-0.000025, +0.000011]","-0.002490","[-0.8975%, +0.3996%]","0.451808","-","0.896743","-0.002189","-0.000006"
"action_dimension_cx_add_payment_method","Dimension","cx_app_quality_page_action_error_ios","","mean","0.070301","1,349,840","0.069673","1,312,110","-0.000626","[-0.001707, +0.000454]","-0.008906","[-2.4275%, +0.6462%]","0.256029","-","0.006889","-0.001531","-0.000004","0.069345","1,309,959","-0.000962","[-0.002065, +0.000141]","-0.013686","[-2.9379%, +0.2007%]","0.087396","-","0.006889","-0.002349","-0.000007"
"action_dimension_cx_add_to_cart","Dimension","cx_app_quality_page_action_error_ios","","mean","0.002823","9,922,755","0.002817","9,629,959","-0.000006","[-0.000029, +0.000017]","-0.002109","[-1.0258%, +0.604%]","0.612023","-","0.468418","-0.000991","-0.000003","0.002830","9,626,178","0.000006","[-0.000017, +0.00003]","0.002276","[-0.5904%, +1.0456%]","0.585545","-","0.468418","0.001069","0.000003"
"action_dimension_cx_create_address","Dimension","cx_app_quality_page_action_error_ios","","mean","0.000698","1,310,012","0.000757","1,271,854","0.000059","[-0.000061, +0.00018]","0.084994","[-8.8077%, +25.8065%]","0.335785","-","0.005474","0.000000","0.000000","0.000853","1,272,554","0.000154","[+0.000018, +0.000291]","0.221215","[+2.6299%, +41.6131%]","0.026121","Significant","0.005474","0.000000","0.000000"
"action_dimension_cx_delete_cart","Dimension","cx_app_quality_page_action_error_ios","","mean","0.001100","6,656,593","0.001108","6,465,003","0.000008","[-0.000011, +0.000027]","0.007438","[-1.0021%, +2.4897%]","0.403736","-","0.118832","0.000000","0.000000","0.001096","6,465,291","-0.000004","[-0.000023, +0.000015]","-0.003500","[-2.0797%, +1.3798%]","0.691685","-","0.118832","0.000000","0.000000"
"action_dimension_cx_place_order","Dimension","cx_app_quality_page_action_error_ios","","mean","0.002654","9,049,282","0.002661","8,784,328","0.000007","[-0.000043, +0.000057]","0.002650","[-1.6087%, +2.1386%]","0.781658","-","0.154378","0.000386","0.000001","0.002636","8,782,804","-0.000018","[-0.000065, +0.000029]","-0.006740","[-2.4495%, +1.1015%]","0.456840","-","0.154378","-0.000981","-0.000003"
"action_dimension_cx_set_address","Dimension","cx_app_quality_page_action_error_ios","","mean","0.000149","3,279,216","0.000154","3,179,221","0.000005","[-0.000011, +0.00002]","0.030471","[-7.0786%, +13.1728%]","0.555323","-","0.025462","0.000000","0.000000","0.000160","3,181,904","0.000011","[-0.000006, +0.000028]","0.073334","[-3.8298%, +18.4966%]","0.197902","-","0.025462","0.000000","0.000000"
"action_dimension_cx_set_payment_method","Dimension","cx_app_quality_page_action_error_ios","","mean","0.000104","2,084,370","0.000105","2,025,858","0.000001","[-0.000015, +0.000017]","0.012663","[-14.054%, +16.5867%]","0.871301","-","0.021532","0.000000","0.000000","0.000110","2,023,600","0.000007","[-0.000009, +0.000023]","0.066911","[-8.9123%, +22.2944%]","0.400642","-","0.021532","0.000000","0.000000"
"action_dimension_cx_update_cart","Dimension","cx_app_quality_page_action_error_ios","","mean","0.001244","5,794,842","0.001248","5,625,075","0.000004","[-0.000023, +0.00003]","0.002904","[-1.8488%, +2.4297%]","0.790153","-","0.095699","0.000000","0.000000","0.001243","5,625,073","-0.000002","[-0.000029, +0.000025]","-0.001417","[-2.2981%, +2.0146%]","0.897502","-","0.095699","0.000000","0.000000"
"cx_app_quality_page_action_error_web","Metric","N/A","","mean","0.001432","914,472","0.001393","885,193","-0.000013","[-0.000101, +0.000076]","-0.008784","[-7.0856%, +5.3288%]","0.781505","-","0.800367","-0.005733","-0.000010","0.001481","887,927","0.000033","[-0.00012, +0.000186]","0.023121","[-8.3613%, +12.9855%]","0.671151","-","0.800367","0.015099","0.000027"
"action_dimension_cx_add_payment_method","Dimension","cx_app_quality_page_action_error_web","","mean","0.000773","164,606","0.000689","159,942","-0.000084","[-0.000278, +0.00011]","-0.108665","[-35.9269%, +14.1939%]","0.395401","-","0.023853","-0.001138","-0.000002","0.000946","159,167","0.000173","[-0.000042, +0.000388]","0.223727","[-5.4913%, +50.2367%]","0.115556","-","0.023853","0.002352","0.000004"
"action_dimension_cx_add_to_cart","Dimension","cx_app_quality_page_action_error_web","","mean","0.000824","423,668","0.000793","409,691","-0.000004","[-0.000239, +0.000231]","-0.004769","[-29.0236%, +28.0698%]","0.973880","-","0.222390","0.000000","0.000000","0.001125","411,969","0.000254","[-0.000091, +0.000599]","0.308286","[-11.0867%, +72.7438%]","0.149429","-","0.222390","0.032361","0.000057"
"action_dimension_cx_create_address","Dimension","cx_app_quality_page_action_error_web","","mean","0.000304","40,152","0.000387","38,279","0.000079","[-0.000188, +0.000347]","0.261077","[-61.9556%, +114.1709%]","0.561200","-","0.004899","0.000000","0.000000","0.000728","38,397","0.000417","[-0.000044, +0.000877]","1.370771","[-14.3357%, +288.4899%]","0.075998","-","0.004899","0.001149","0.000002"
"action_dimension_cx_delete_cart","Dimension","cx_app_quality_page_action_error_web","","mean","0.000812","380,001","0.000861","367,866","0.000049","[-0.000105, +0.000204]","0.060954","[-12.9068%, +25.0975%]","0.529543","-","0.120441","0.003393","0.000006","0.000885","369,525","0.000073","[-0.000142, +0.000289]","0.090273","[-17.5236%, +35.5783%]","0.505164","-","0.120441","0.005028","0.000009"
"action_dimension_cx_place_order","Dimension","cx_app_quality_page_action_error_web","","mean","0.001737","755,519","0.001601","731,253","-0.000136","[-0.000292, +0.00002]","-0.078445","[-16.8137%, +1.1247%]","0.086494","-","0.285849","-0.022200","-0.000039","0.001589","733,801","-0.000147","[-0.00031, +0.000016]","-0.084701","[-17.8501%, +0.9099%]","0.076753","-","0.285849","-0.023985","-0.000042"
"action_dimension_cx_set_address","Dimension","cx_app_quality_page_action_error_web","","mean","0.002348","190,402","0.002237","183,807","-0.000115","[-0.000492, +0.000263]","-0.048785","[-20.9703%, +11.2134%]","0.552385","-","0.042037","-0.002732","-0.000005","0.002290","184,229","-0.000064","[-0.000455, +0.000328]","-0.027161","[-19.393%, +13.9607%]","0.749564","-","0.042037","-0.001516","-0.000003"
"action_dimension_cx_set_payment_method","Dimension","cx_app_quality_page_action_error_web","","mean","0.003825","117,718","0.003711","114,059","-0.000114","[-0.000689, +0.000462]","-0.029692","[-18.0223%, +12.084%]","0.699057","-","0.025572","-0.001661","-0.000003","0.003748","114,274","-0.000077","[-0.000664, +0.00051]","-0.020161","[-17.3618%, +13.3296%]","0.796793","-","0.025572","-0.001127","-0.000002"
"action_dimension_cx_update_cart","Dimension","cx_app_quality_page_action_error_web","","mean","0.002024","270,774","0.002258","261,596","0.000234","[+0.000012, +0.000455]","0.115423","[+0.5994%, +22.4851%]","0.038703","Significant","0.075437","0.010033","0.000018","0.002084","262,786","0.000059","[-0.000169, +0.000286]","0.028924","[-8.3336%, +14.1184%]","0.613566","-","0.075437","0.002521","0.000004"
"cx_app_quality_page_load_error_android","Metric","N/A","","mean","0.002129","2,443,712","0.002127","2,370,452","-0.000003","[-0.000022, +0.000016]","-0.001399","[-1.0159%, +0.7361%]","0.754261","-","0.869316","-0.001091","-0.000003","0.002125","2,370,364","-0.000005","[-0.000024, +0.000014]","-0.002232","[-1.1058%, +0.6594%]","0.620100","-","0.869316","-0.001741","-0.000004"
"page_dimension_cx_checkout_page","Dimension","cx_app_quality_page_load_error_android","","mean","0.002985","2,169,578","0.002996","2,103,883","0.000011","[-0.000079, +0.0001]","0.003522","[-2.6488%, +3.3533%]","0.818056","-","0.104896","0.000464","0.000001","0.003005","2,103,985","0.000020","[-0.000071, +0.000112]","0.006798","[-2.377%, +3.7366%]","0.662942","-","0.104896","0.000895","0.000002"
"page_dimension_cx_explore_page","Dimension","cx_app_quality_page_load_error_android","","mean","0.005131","2,206,548","0.005103","2,140,432","-0.000028","[-0.000081, +0.000025]","-0.005411","[-1.5763%, +0.4942%]","0.305674","-","0.153924","-0.001798","-0.000004","0.005103","2,139,020","-0.000028","[-0.000081, +0.000025]","-0.005517","[-1.5823%, +0.4789%]","0.294115","-","0.153924","-0.001835","-0.000004"
"page_dimension_cx_item_page","Dimension","cx_app_quality_page_load_error_android","","mean","0.001227","2,035,389","0.001232","1,974,225","0.000006","[-0.000018, +0.000029]","0.004754","[-1.4308%, +2.3815%]","0.625002","-","0.142764","0.000000","0.000000","0.001213","1,972,800","-0.000013","[-0.000036, +0.00001]","-0.010825","[-2.9439%, +0.779%]","0.254378","-","0.142764","-0.000797","-0.000002"
"page_dimension_cx_order_cart_page","Dimension","cx_app_quality_page_load_error_android","","mean","0.002982","2,293,803","0.002987","2,225,147","0.000004","[-0.000036, +0.000045]","0.001429","[-1.21%, +1.4957%]","0.836037","-","0.126883","0.000000","0.000000","0.002960","2,224,886","-0.000022","[-0.000063, +0.000018]","-0.007442","[-2.105%, +0.6166%]","0.283792","-","0.126883","-0.001184","-0.000003"
"page_dimension_cx_post_checkout_page","Dimension","cx_app_quality_page_load_error_android","","mean","0.000298","2,157,106","0.000307","2,092,025","0.000009","[-0.000005, +0.000024]","0.030806","[-1.7696%, +7.9308%]","0.213182","-","0.202970","0.000784","0.000002","0.000316","2,091,464","0.000018","[+0.000003, +0.000032]","0.059297","[+1.0139%, +10.8455%]","0.018069","Significant","0.202970","0.001509","0.000004"
"page_dimension_cx_search_result_page","Dimension","cx_app_quality_page_load_error_android","","mean","0.002606","1,249,289","0.002555","1,211,461","-0.000052","[-0.000149, +0.000046]","-0.019818","[-5.7303%, +1.7666%]","0.300089","-","0.018605","0.000000","0.000000","0.002601","1,211,484","-0.000006","[-0.000109, +0.000097]","-0.002256","[-4.1652%, +3.7139%]","0.910626","-","0.018605","0.000000","0.000000"
"page_dimension_cx_store_page","Dimension","cx_app_quality_page_load_error_android","","mean","0.000742","2,044,870","0.000728","1,983,941","-0.000014","[-0.000032, +0.000004]","-0.018723","[-4.2855%, +0.5409%]","0.128341","-","0.119257","-0.000696","-0.000002","0.000732","1,983,146","-0.000010","[-0.000028, +0.000008]","-0.013015","[-3.7231%, +1.1201%]","0.292155","-","0.119257","-0.000484","-0.000001"
"cx_app_quality_page_load_error_ios","Metric","N/A","","mean","0.000559","11,017,598","0.000560","10,691,866","0.000001","[-0.000003, +0.000005]","0.001320","[-0.6058%, +0.8699%]","0.725817","-","0.851498","0.000000","0.000000","0.000560","10,691,177","0.000001","[-0.000003, +0.000005]","0.001193","[-0.6075%, +0.8461%]","0.747702","-","0.851498","0.000000","0.000000"
"page_dimension_cx_checkout_page","Dimension","cx_app_quality_page_load_error_ios","","mean","0.000526","9,921,540","0.000526","9,628,427","0.000000","[-0.000014, +0.000015]","0.000560","[-2.659%, +2.7711%]","0.967742","-","0.077181","0.000000","0.000000","0.000538","9,626,161","0.000012","[-0.000002, +0.000026]","0.022872","[-0.4128%, +4.9872%]","0.096848","-","0.077181","0.000000","0.000000"
"page_dimension_cx_explore_page","Dimension","cx_app_quality_page_load_error_ios","","mean","0.000613","10,801,400","0.000611","10,483,060","-0.000002","[-0.000008, +0.000004]","-0.003468","[-1.3294%, +0.6358%]","0.489100","-","0.309359","0.000000","0.000000","0.000611","10,482,934","-0.000002","[-0.000008, +0.000004]","-0.002948","[-1.2648%, +0.6752%]","0.551371","-","0.309359","0.000000","0.000000"
"page_dimension_cx_item_page","Dimension","cx_app_quality_page_load_error_ios","","mean","0.000674","9,182,555","0.000678","8,912,901","0.000004","[-0.000004, +0.000013]","0.006258","[-0.6238%, +1.8755%]","0.326318","-","0.120333","0.000000","0.000000","0.000674","8,911,192","0.000000","[-0.000008, +0.000009]","0.000339","[-1.2123%, +1.28%]","0.957523","-","0.120333","0.000000","0.000000"
"page_dimension_cx_order_cart_page","Dimension","cx_app_quality_page_load_error_ios","","mean","0.000552","10,402,468","0.000561","10,094,931","0.000009","[-0.000004, +0.000022]","0.016296","[-0.7645%, +4.0237%]","0.182173","-","0.105699","0.000000","0.000000","0.000560","10,092,745","0.000008","[-0.000004, +0.000021]","0.015267","[-0.7959%, +3.8493%]","0.197627","-","0.105699","0.000000","0.000000"
"page_dimension_cx_post_checkout_page","Dimension","cx_app_quality_page_load_error_ios","","mean","0.001033","9,339,022","0.001029","9,065,145","-0.000003","[-0.000025, +0.000019]","-0.003321","[-2.4587%, +1.7945%]","0.759558","-","0.063823","0.000000","0.000000","0.001025","9,065,292","-0.000008","[-0.000029, +0.000014]","-0.007652","[-2.847%, +1.3166%]","0.471281","-","0.063823","0.000000","0.000000"
"page_dimension_cx_search_result_page","Dimension","cx_app_quality_page_load_error_ios","","mean","0.001175","6,639,508","0.001176","6,448,846","0.000001","[-0.00003, +0.000032]","0.001079","[-2.5321%, +2.7479%]","0.936158","-","0.027623","0.000000","0.000000","0.001167","6,446,951","-0.000008","[-0.000039, +0.000023]","-0.006774","[-3.3068%, +1.9519%]","0.613582","-","0.027623","0.000000","0.000000"
"page_dimension_cx_store_page","Dimension","cx_app_quality_page_load_error_ios","","mean","0.000054","9,564,799","0.000054","9,283,092","0.000000","[-0.000002, +0.000002]","0.001603","[-2.7589%, +3.0795%]","0.914302","-","0.147471","0.000000","0.000000","0.000055","9,282,132","0.000001","[-0.000001, +0.000002]","0.010371","[-2.0013%, +4.0755%]","0.503480","-","0.147471","0.000000","0.000000"
"cx_app_quality_page_load_error_web","Metric","N/A","","mean","0.010742","1,206,204","0.008263","1,167,730","-0.002523","[-0.007588, +0.002543]","-0.234841","[-70.6401%, +23.6719%]","0.329025","-","0.627956","-0.182707","-0.001583","0.008057","1,170,069","-0.002686","[-0.007749, +0.002377]","-0.250006","[-72.1311%, +22.1298%]","0.298491","-","0.627956","-0.194703","-0.001687"
